122,137,154,177,193,212,224,243,256,275,266,276,282,277,302,315,328,336,347,368,378,388,0,0,0,0,0,0,0,0,0,0,0,0,0
129,149,176,198,217,229,250,273,280,296,307,320,335,342,356,360,377,381,387,393,402,410,422,436,451,453,439,429,415,0,0,0,0,0,0
161,192,222,249,265,288,314,327,346,354,366,375,391,392,399,408,413,421,434,447,460,461,452,455,440,430,423,417,0,0,0,0,0,0,0
107,131,187,234,255,287,313,332,352,373,386,389,396,407,419,424,433,443,457,458,459,450,454,456,441,431,416,404,0,0,0,0,0,0,0
147,191,233,259,294,325,340,364,371,384,394,405,411,418,432,442,444,445,446,448,449,437,438,428,0,0,0,0,0,0,0,0,0,0,0
146,175,204,227,258,286,305,324,339,351,365,372,385,395,398,406,412,420,425,435,426,427,414,0,0,0,0,0,0,0,0,0,0,0,0
73,91,95,119,166,203,215,254,279,295,301,306,326,333,353,359,374,379,390,397,400,409,401,403,0,0,0,0,0,0,0,0,0,0,0
102,67,78,101,120,140,157,182,196,211,221,228,241,264,289,319,334,355,367,376,380,382,465,0,0,0,0,0,0,0,0,0,0,0,0
55,61,74,90,106,128,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,37,50,62,79,87,112,121,148,153,162,167,183,188,197,216,235,260,281,297,308,321,343,357,361,466,464,0,0,0,0,0,0,0,0
23,18,24,25,38,46,63,75,80,96,108,123,130,141,158,171,189,207,223,242,261,274,290,469,0,0,0,0,0,0,0,0,0,0,0
13,7,8,16,29,30,43,54,68,77,92,110,117,132,155,163,178,199,213,230,251,267,291,0,0,0,0,0,0,0,0,0,0,0,0
9,2,1,5,12,19,31,40,51,59,70,82,97,113,125,142,164,173,184,206,225,246,268,283,468,0,0,0,0,0,0,0,0,0,0
39,4,3,6,10,17,20,27,33,41,49,57,71,84,94,104,114,134,152,169,185,200,219,239,269,467,0,0,0,0,0,0,0,0,0
35,26,21,15,22,28,34,42,52,60,72,86,99,111,126,138,144,160,174,190,209,231,252,271,299,310,337,349,471,0,0,0,0,0,0
32,45,48,66,69,85,89,100,116,127,139,145,165,181,202,214,232,253,272,293,312,330,344,383,0,0,0,0,0,0,0,0,0,0,0
53,56,44,47,58,65,83,98,105,115,135,143,156,170,180,201,210,226,248,263,285,300,0,0,0,0,0,0,0,0,0,0,0,0,0
64,81,93,103,118,124,133,151,159,179,186,195,208,220,240,247,262,270,292,304,311,316,318,323,317,338,331,345,363,350,358,370,362,369,348
76,88,109,150,168,172,194,205,218,238,245,257,278,284,298,303,309,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
