274,257,209,200,180,140,125,119,118,110,100,76,71,93,70,62,58,75,69,74,86,85,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,172,141,130,114,101,95,78,77,64,59,46,44,43,33,32,31,29,28,42,41,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,205,184,142,121,116,103,97,73,67,55,50,40,39,38,23,37,35,34,13,3,2,1,7,5,12,11,26,25,51,68,108,127,143,156,0,0,0,0,0,0
267,224,183,147,120,115,107,81,72,66,54,49,48,24,22,21,15,14,20,10,4,9,8,6,27,56,82,104,111,122,131,148,157,0,0,0,0,0,0,0,0
126,102,96,80,79,61,106,112,60,53,47,45,36,19,18,17,16,30,57,83,132,149,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,288,252,210,182,181,192,166,179,165,139,124,113,99,98,94,92,91,90,89,88,87,105,109,117,133,144,158,174,186,0,0,0,0,0,0,0,0,0,0,0
355,279,255,240,222,208,203,195,190,178,171,164,162,161,153,152,151,150,160,167,176,187,193,197,206,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,354,334,317,307,306,305,298,292,286,291,285,277,272,276,271,270,263,262,247,246,245,236,244,235,234,232,243,253,261,268,0,0,0,0,0,0,0,0,0,0
319,345,366,394,404,403,392,410,402,409,391,401,390,389,388,387,386,381,380,370,379,378,369,364,358,348,344,329,310,302,295,284,282,281,0,0,0,0,0,0,0
426,445,453,452,466,465,475,474,473,464,463,462,461,460,459,458,451,450,444,443,429,416,413,406,363,347,336,328,324,301,0,0,0,0,0,0,0,0,0,0,0
476,482,545,544,540,569,533,532,528,524,522,519,564,563,507,558,555,502,501,498,478,471,449,436,412,376,343,326,0,0,0,0,0,0,0,0,0,0,0,0,0
468,548,543,541,570,568,567,530,529,525,565,517,511,562,557,553,552,551,496,493,470,441,414,396,367,356,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,455,439,454,546,574,572,571,537,535,531,526,566,520,518,515,512,509,561,506,505,554,503,499,497,549,494,483,469,446,435,411,395,374,359,0,0,0,0,0,0
492,547,542,573,538,534,527,523,521,516,513,510,508,560,559,556,504,500,550,495,484,477,447,440,427,405,375,360,342,321,293,320,0,0,0,0,0,0,0,0,0
467,539,536,491,490,514,489,481,488,487,486,485,480,479,472,457,456,448,442,428,421,415,384,368,357,335,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,425,438,433,437,432,431,430,424,423,422,419,418,417,399,398,397,385,377,362,361,346,327,309,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,382,393,373,372,371,365,353,352,351,350,349,339,338,337,333,332,331,330,315,314,313,312,311,304,303,297,296,290,283,275,242,579,576,575,577,196,201,212,241,0
325,318,308,300,340,299,316,287,278,266,265,254,251,264,250,249,239,248,238,229,221,237,220,219,218,217,216,215,228,227,233,231,269,289,0,0,0,0,0,0,0
273,256,230,223,204,199,191,189,188,177,170,169,163,155,154,146,138,129,123,128,137,136,135,134,145,159,175,194,198,202,207,214,213,225,260,259,258,0,0,0,0
