210,186,158,154,146,134,129,121,122,123,124,117,118,119,109,110,101,91,75,76,85,0,0,0,0,0,0,0,0,0,0,0,0,0
276,172,144,126,100,82,79,68,60,61,62,63,64,65,66,53,48,44,38,49,70,80,95,0,0,0,0,0,0,0,0,0,0,0
226,180,145,130,115,93,74,58,41,33,31,21,23,24,25,26,27,19,28,39,55,77,86,0,0,0,0,0,0,0,0,0,0,0
131,94,67,46,30,13,9,8,2,3,1,4,5,6,7,12,20,35,56,72,78,87,473,475,477,0,0,0,0,0,0,0,0,0
260,232,164,140,116,90,59,34,22,18,14,10,15,16,11,17,29,40,51,57,73,89,472,0,0,0,0,0,0,0,0,0,0,0
234,193,173,147,127,96,83,69,52,47,42,36,37,43,45,50,54,71,81,88,92,99,474,478,0,0,0,0,0,0,0,0,0,0
252,235,201,165,155,148,135,132,128,120,111,112,102,103,97,104,105,106,107,108,113,114,125,476,479,0,0,0,0,0,0,0,0,0
292,293,277,253,243,228,195,188,182,176,168,161,157,153,150,151,141,142,137,138,139,143,0,0,0,0,0,0,0,0,0,0,0,0
328,329,336,337,338,330,321,311,296,280,267,268,255,245,237,219,208,190,183,179,170,171,162,163,480,0,0,0,0,0,0,0,0,0
372,382,388,389,390,383,377,367,368,358,340,324,319,314,298,282,271,263,248,239,230,224,209,192,185,482,0,0,0,0,0,0,0,0
365,386,412,422,423,434,435,424,425,427,420,414,403,392,385,378,375,362,351,333,315,307,289,285,273,265,251,241,225,199,484,0,0,0
411,431,447,456,463,457,451,452,448,449,437,429,416,410,394,379,364,360,353,335,317,300,291,275,259,242,0,0,0,0,0,0,0,0
439,455,467,469,470,471,466,459,460,450,438,430,417,406,396,380,370,352,334,316,309,290,274,258,240,0,0,0,0,0,0,0,0,0
407,421,446,461,462,468,464,465,458,453,454,444,445,428,415,409,395,376,363,342,326,308,284,264,250,223,485,0,0,0,0,0,0,0
397,418,432,433,440,441,442,443,436,426,419,413,408,404,393,374,369,350,341,320,306,299,272,249,222,198,481,483,0,0,0,0,0,0
343,371,381,387,398,399,400,405,401,402,391,384,373,366,361,357,359,349,332,325,313,305,288,283,257,238,221,197,184,0,0,0,0,0
344,345,354,355,356,346,347,348,339,331,322,323,318,312,304,297,287,281,269,262,256,246,247,220,0,0,0,0,0,0,0,0,0,0
301,310,302,303,294,295,286,278,279,266,261,254,244,236,229,212,213,202,203,204,205,206,214,215,216,217,218,207,196,189,177,191,178,169
327,231,233,227,211,200,194,187,181,174,175,166,167,159,160,156,152,149,136,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
