509,524,493,542,543,544,533,534,517,518,495,497,498,488,459,444,428,410,390,377,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,446,454,468,476,484,491,492,494,485,486,477,478,479,480,481,473,470,458,452,443,420,408,398,371,350,331,317,301,275,250,241,225,206,215,196,192,186,156
423,424,425,436,437,438,439,431,432,433,426,419,414,415,407,403,399,396,388,383,368,369,325,316,300,274,246,235,214,0,0,0,0,0,0,0,0,0,0
411,386,387,381,382,372,373,374,366,367,358,359,360,348,339,340,337,329,315,306,294,261,233,212,195,184,178,168,167,160,187,0,0,0,0,0,0,0,0
328,314,309,299,293,282,283,280,271,267,260,255,245,239,222,203,176,165,154,147,141,135,136,131,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,287,258,247,244,229,230,221,211,200,190,183,164,152,145,128,119,113,108,103,104,105,106,561,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,308,291,254,217,182,150,139,123,111,99,100,92,84,79,75,63,64,65,59,60,67,68,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,319,270,228,189,149,144,115,110,90,83,72,61,56,47,37,39,29,20,21,9,10,11,16,17,24,31,35,52,69,0,0,0,0,0,0,0,0,0
279,210,151,126,116,91,73,62,48,38,27,28,7,8,1,5,2,3,4,6,19,25,36,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,292,259,218,201,163,140,112,107,78,74,57,40,41,33,34,22,30,23,15,12,13,14,18,26,32,46,70,0,0,0,0,0,0,0,0,0,0,0
310,304,266,173,134,127,117,118,101,93,85,86,76,80,66,58,49,42,50,43,44,45,51,53,55,71,81,0,0,0,0,0,0,0,0,0,0,0,0
362,336,305,281,272,248,232,223,202,204,191,174,175,158,153,146,129,130,120,121,114,109,102,94,95,96,87,88,89,98,82,97,0,0,0,0,0,0,0
375,363,352,341,330,321,311,295,288,284,273,262,256,249,240,234,224,213,205,185,177,166,159,155,142,137,132,133,124,125,122,563,0,0,0,0,0,0,0
412,413,406,402,397,389,376,370,353,349,342,338,326,322,318,302,296,285,276,263,242,236,226,216,197,193,180,170,161,157,143,138,565,0,0,0,0,0,0
462,463,464,457,447,442,427,421,416,409,400,391,392,384,378,364,361,351,343,333,323,307,297,286,264,257,251,237,219,208,188,172,162,566,0,0,0,0,0
502,503,504,505,496,487,474,471,465,460,448,449,440,435,429,418,404,401,394,380,356,344,334,312,298,277,265,243,227,209,194,171,0,0,0,0,0,0,0
531,532,546,548,537,528,521,515,507,500,483,467,461,450,441,422,405,395,385,365,346,327,313,289,268,253,238,220,199,181,0,0,0,0,0,0,0,0,0
469,510,516,540,541,554,556,558,559,560,551,538,529,522,514,499,489,475,466,453,445,434,417,393,379,355,345,335,324,290,278,269,252,0,0,0,0,0,0
490,508,523,539,553,555,557,552,549,535,536,525,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
