290,291,314,324,350,340,341,327,328,329,317,318,308,294,269,222,220,228,234,227,0,0,0,0,0,0,0,0
221,232,233,246,257,268,277,280,281,259,260,248,235,223,219,201,0,0,0,0,0,0,0,0,0,0,0,0
159,168,178,180,190,191,215,195,198,199,200,183,185,184,172,163,162,171,158,170,182,181,194,161,454,192,455,0
283,244,156,112,113,94,96,97,88,99,102,115,117,104,119,103,118,131,116,126,125,130,140,153,452,179,0,0
218,36,12,42,13,80,49,51,52,53,54,55,56,57,82,141,154,0,0,0,0,0,0,0,0,0,0,0
177,146,148,110,34,9,10,38,11,86,76,78,44,46,48,14,50,81,89,90,98,123,139,152,169,0,0,0
136,62,4,63,27,29,30,6,7,8,32,68,70,71,72,73,39,40,41,77,43,45,47,79,95,450,160,0
61,2,21,22,3,24,25,64,28,5,31,67,33,69,35,37,74,75,87,114,138,151,0,0,0,0,0,0
132,83,58,1,15,16,17,18,59,19,60,20,23,26,65,129,0,0,0,0,0,0,0,0,0,0,0,0
142,120,107,105,91,106,108,121,109,127,128,133,134,135,143,144,145,147,149,150,155,157,167,453,451,0,0,0
176,175,166,165,173,164,174,186,202,189,203,204,205,216,206,207,208,209,210,211,212,213,214,0,0,0,0,0
224,230,229,240,249,250,251,252,261,262,271,272,273,263,264,253,254,241,242,243,237,238,231,225,0,0,0,0
270,295,300,309,319,330,331,343,332,333,345,334,321,311,302,303,298,288,282,274,266,255,245,226,0,0,0,0
217,236,296,310,342,362,382,383,396,397,398,399,400,385,386,387,372,364,358,353,335,323,304,289,275,256,239,0
344,357,384,404,412,427,428,434,435,436,437,430,421,413,414,405,388,374,365,354,336,313,305,292,284,456,0,0
320,346,371,410,420,429,440,441,447,448,449,442,439,406,431,432,416,407,389,375,355,337,315,306,285,267,247,0
301,322,363,401,422,438,443,444,445,446,433,424,418,408,403,377,360,348,325,307,293,276,258,0,0,0,0,0
352,373,402,415,417,423,425,426,419,411,409,394,378,379,369,368,367,361,356,349,339,326,316,299,0,0,0,0
265,297,312,347,359,366,376,390,391,392,393,395,381,380,370,351,0,0,0,0,0,0,0,0,0,0,0,0
