172,173,163,152,153,154,141,138,142,143,144,145,167,168,179,196,183,185,186,187,188,189,190,180,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,151,134,125,109,105,96,89,82,83,84,85,86,97,101,102,106,110,111,120,112,121,122,123,115,124,580,234,235,0,0,0,0,0,0,0,0,0,0,0,0
217,171,150,129,104,76,64,57,53,49,46,32,33,34,35,36,37,43,44,47,48,51,55,58,62,68,74,88,98,117,126,136,148,191,192,213,0,0,0,0,0
201,137,107,94,70,59,42,26,15,7,4,8,9,10,21,24,30,52,69,99,116,127,139,162,200,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,25,14,12,6,3,1,2,5,11,13,16,23,40,56,80,114,132,140,170,207,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,93,75,63,45,31,29,22,17,18,19,20,27,28,38,39,50,54,67,92,113,131,146,169,199,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,133,118,100,95,81,77,78,71,72,65,60,61,66,73,79,87,90,91,103,119,130,135,161,181,198,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,208,203,193,194,182,174,175,164,165,155,156,157,158,159,166,178,184,197,206,209,210,214,215,232,266,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,220,237,238,253,268,269,270,271,272,255,256,240,241,242,243,244,245,246,247,249,250,251,263,264,265,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,296,317,331,361,368,380,386,387,381,382,369,370,371,362,363,364,365,352,353,344,332,333,322,309,302,290,285,282,283,279,280,277,0,0,0,0,0,0,0,0
378,396,410,443,444,457,467,474,475,476,477,468,479,469,470,459,460,461,452,445,433,434,419,420,407,398,388,383,372,354,349,337,325,312,291,0,0,0,0,0,0
394,422,455,485,507,518,523,530,537,538,531,540,532,533,525,526,520,515,504,497,492,482,480,462,453,446,426,411,403,390,373,355,350,314,292,0,0,0,0,0,0
395,409,465,495,502,522,542,546,559,560,571,564,572,573,566,567,568,562,556,550,544,534,527,516,511,499,494,484,463,447,427,412,404,391,375,357,306,0,0,0,0
450,466,481,519,524,547,561,565,574,576,577,578,579,575,569,570,563,558,553,545,536,529,517,500,489,472,448,437,414,393,377,359,294,0,0,0,0,0,0,0,0
456,486,513,514,539,543,548,549,554,555,557,551,552,541,535,528,521,512,501,490,473,449,442,429,415,400,385,360,339,286,0,0,0,0,0,0,0,0,0,0,0
401,416,451,458,478,487,491,496,503,508,509,510,505,506,498,493,488,483,471,464,454,441,428,413,405,392,376,358,338,316,288,0,0,0,0,0,0,0,0,0,0
379,397,406,417,418,423,430,431,432,438,439,440,435,436,424,425,421,408,402,399,389,384,374,366,367,356,351,330,0,0,0,0,0,0,0,0,0,0,0,0,0
289,297,298,299,300,301,318,319,320,321,340,341,342,343,345,346,347,348,334,335,336,323,324,310,311,303,304,305,313,326,327,328,329,315,307,293,287,308,295,284,281
267,276,254,239,221,222,223,224,225,226,227,228,229,230,231,248,257,273,258,259,274,260,261,262,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
