208,185,166,118,89,70,62,41,30,22,8,9,6,7,10,11,15,23,32,38,48,0,0,0,0,0,0,0,0,0,0
256,242,219,187,134,112,92,85,63,54,42,39,33,34,24,25,35,40,43,55,67,79,94,141,149,148,147,138,0,0,0
282,250,213,191,168,137,125,113,93,86,77,78,80,71,72,81,87,106,121,120,129,140,139,146,153,195,220,0,0,0,0
287,306,332,314,303,290,273,244,221,222,193,171,150,130,131,143,142,151,170,181,180,179,178,177,176,192,0,0,0,0,0
316,310,297,292,259,246,238,226,223,215,214,205,204,201,203,200,199,198,0,0,0,0,0,0,0,0,0,0,0,0,0
355,357,353,348,343,333,322,317,312,299,294,285,267,260,252,245,237,236,235,234,233,0,0,0,0,0,0,0,0,0,0
381,389,397,398,399,400,383,384,373,368,363,359,349,327,304,293,284,279,274,266,265,0,0,0,0,0,0,0,0,0,0
375,404,410,420,429,433,434,441,442,435,422,417,413,401,382,362,344,321,311,298,291,0,0,0,0,0,0,0,0,0,0
331,403,426,427,445,454,458,459,456,452,446,440,430,412,390,372,358,347,326,320,0,0,0,0,0,0,0,0,0,0,0
419,438,453,460,461,457,455,451,432,421,411,409,388,367,356,346,309,296,0,0,0,0,0,0,0,0,0,0,0,0,0
387,407,414,425,431,436,437,447,448,449,450,443,444,439,428,416,405,396,380,371,354,352,342,308,283,0,0,0,0,0,0
423,424,418,415,408,402,395,379,374,366,361,351,341,325,315,302,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,377,369,394,376,385,406,391,392,393,386,378,370,365,360,350,345,340,324,319,307,301,288,278,272,258,251,0,0,0,0
329,328,335,334,336,337,338,339,330,323,318,313,305,300,295,286,277,271,264,257,248,249,243,232,0,0,0,0,0,0,0
281,280,276,275,269,268,270,261,253,262,263,254,247,240,241,228,229,230,231,224,217,218,209,210,211,212,225,0,0,0,0
239,202,182,183,172,155,156,157,159,161,162,163,164,173,174,175,186,188,189,194,0,0,0,0,0,0,0,0,0,0,0
227,206,184,154,132,126,127,114,107,95,97,98,99,101,102,108,109,117,122,123,128,133,144,152,167,190,0,0,0,0,0
255,207,158,115,96,82,64,56,49,50,44,52,45,57,58,59,65,75,83,88,103,111,0,0,0,0,0,0,0,0,0
196,160,116,100,73,68,51,36,26,27,16,12,17,18,19,29,37,47,53,61,66,69,76,84,90,91,104,119,124,135,145
216,197,165,110,74,60,46,28,20,13,3,1,2,4,5,14,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0
