80,88,91,95,103,107,116,127,134,142,148,162,170,182,180,189,188,192,203,202,0,0,0,0,0,0,0,0,0,0,0
145,125,114,96,72,51,57,64,56,55,68,75,85,101,115,126,141,160,161,168,175,229,0,0,0,0,0,0,0,0,0
97,73,60,47,42,37,29,28,27,26,24,23,34,40,45,53,62,67,83,93,99,111,131,146,159,0,0,0,0,0,0
77,52,32,15,10,4,2,1,12,11,6,17,16,33,38,50,66,78,98,120,140,167,201,213,0,0,0,0,0,0,0
31,21,14,5,9,3,8,7,13,18,22,39,61,82,106,132,174,214,460,0,0,0,0,0,0,0,0,0,0,0,0
119,110,90,49,48,44,36,30,20,19,25,35,41,43,46,54,63,84,100,121,147,169,0,0,0,0,0,0,0,0,0
109,89,74,59,65,71,70,69,76,79,87,86,94,102,112,122,133,153,181,179,193,0,0,0,0,0,0,0,0,0,0
130,92,104,108,113,124,123,135,144,143,154,149,163,171,176,183,190,205,204,209,215,236,244,252,465,463,462,464,0,0,0
118,129,128,151,157,172,185,197,196,211,216,221,225,231,241,240,239,238,246,250,249,258,271,270,296,0,0,0,0,0,0
165,191,199,218,222,232,247,255,267,266,273,272,281,280,279,278,290,289,288,287,286,284,282,0,0,0,0,0,0,0,0
152,173,208,224,233,256,269,292,303,312,318,327,346,345,361,344,343,342,341,340,339,338,337,336,334,324,323,0,0,0,0
200,212,235,263,293,314,348,347,363,374,395,394,393,373,362,408,407,428,427,426,406,405,387,404,385,383,381,371,370,354,0
139,166,178,219,257,300,329,365,397,409,432,455,453,452,449,446,444,441,438,435,433,422,419,416,414,403,401,377,368,352,0
187,234,262,328,364,410,457,456,454,451,450,448,445,442,440,439,436,434,421,418,415,412,402,399,376,351,0,0,0,0,0
228,261,260,268,313,359,396,431,430,429,447,443,425,437,424,423,420,417,413,411,400,398,375,366,322,0,0,0,0,0,0
207,223,248,275,302,319,358,357,372,392,391,390,389,388,386,384,382,380,379,378,369,367,360,350,349,320,0,0,0,0,0
198,227,243,254,274,291,299,311,317,316,315,326,325,335,333,356,355,353,332,331,330,321,304,461,0,0,0,0,0,0,0
158,156,138,155,177,195,217,226,242,251,253,259,265,264,277,276,285,283,298,297,310,309,308,307,306,305,301,294,466,295,0
117,137,136,150,164,184,194,206,210,220,230,237,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
