159,131,105,116,121,127,132,135,153,161,167,173,181,190,191,192,193,183,0,0,0,0,0,0,0,0,0,0,0,0
80,81,82,87,88,93,94,100,107,117,122,136,137,138,146,147,148,149,155,168,184,232,221,0,0,0,0,0,0,0
126,86,54,51,44,46,41,47,48,53,60,61,76,84,95,104,112,124,129,140,156,185,222,0,0,0,0,0,0,0
55,45,29,30,15,17,18,20,35,39,49,58,64,77,96,113,130,151,170,186,197,209,454,0,0,0,0,0,0,0
92,68,33,16,9,4,1,2,6,7,11,14,26,36,42,66,89,119,141,163,176,195,451,0,0,0,0,0,0,0
99,74,19,13,10,5,3,8,12,28,32,43,67,91,120,142,164,187,450,453,0,0,0,0,0,0,0,0,0,0
56,52,38,34,21,22,23,24,25,27,31,37,40,50,59,73,79,98,115,134,158,177,210,452,0,0,0,0,0,0
83,75,69,70,62,57,63,65,71,72,78,85,90,97,101,114,125,143,165,178,199,224,252,0,0,0,0,0,0,0
106,102,103,108,109,110,111,118,123,128,133,139,150,157,169,175,194,198,206,215,223,233,239,253,0,0,0,0,0,0
172,180,145,154,162,174,182,196,204,208,214,220,230,231,238,245,246,250,251,257,258,263,267,268,273,0,0,0,0,0
207,219,229,243,256,266,272,278,279,280,286,287,288,289,291,292,293,294,295,296,304,297,0,0,0,0,0,0,0,0
212,235,213,227,262,277,307,321,322,345,346,362,363,365,367,368,348,349,351,352,337,339,340,342,328,329,319,303,0,0
270,306,331,373,390,395,396,407,408,410,412,415,428,416,417,399,391,392,387,379,381,372,354,341,318,312,0,0,0,0
260,274,305,343,383,394,421,432,436,437,443,445,447,449,439,441,434,430,419,401,402,388,380,371,353,311,0,0,0,0
234,254,282,313,356,393,403,420,431,435,442,444,446,448,438,440,433,429,418,400,386,378,370,338,317,302,0,0,0,0
247,259,281,320,355,382,389,404,405,406,422,423,424,425,426,427,409,411,413,414,397,398,384,385,369,350,336,327,310,301
200,179,201,216,240,264,269,283,314,330,344,357,358,359,360,374,361,375,376,377,364,366,347,335,326,316,300,290,0,0
188,202,211,225,241,255,261,265,271,275,276,284,285,298,299,308,315,323,332,333,334,324,325,309,0,0,0,0,0,0
144,152,160,166,171,189,203,226,217,218,228,236,237,242,248,249,244,0,0,0,0,0,0,0,0,0,0,0,0,0
