412,411,419,428,434,425,424,423,422,421,417,402,407,401,400,373,380,381,374,368,362,363,364,365,366,369,0,0,0,0,0,0,0,0,0
405,430,442,459,470,478,486,483,482,490,477,476,466,467,465,457,450,446,440,433,426,427,418,408,409,410,403,420,413,0,0,0,0,0,0
382,416,436,460,487,496,513,522,521,520,526,519,518,517,516,510,502,495,491,484,485,468,469,458,451,447,441,435,429,404,367,348,305,0,0
448,481,504,525,534,545,544,543,542,533,532,529,528,527,511,512,492,479,471,452,443,414,406,370,336,0,0,0,0,0,0,0,0,0,0
541,540,539,538,537,536,535,531,530,523,524,503,497,493,480,444,415,371,358,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,500,509,501,515,438,508,514,507,506,505,499,498,494,488,472,453,431,396,375,359,337,0,0,0,0,0,0,0,0,0,0,0,0,0
432,445,455,456,464,475,473,474,463,461,462,454,449,439,437,384,360,344,329,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,385,388,393,394,399,395,391,392,398,397,390,389,379,387,386,377,378,372,361,353,345,330,315,307,299,287,548,547,0,0,0,0,0,0
338,339,331,326,327,325,321,322,320,317,318,319,316,309,308,306,295,294,290,289,281,280,279,272,271,263,0,0,0,0,0,0,0,0,0
300,291,273,256,257,253,244,233,230,231,232,229,228,243,227,226,225,214,200,199,198,213,212,221,220,242,241,252,546,0,0,0,0,0,0
293,288,255,224,189,160,152,137,138,122,123,106,121,104,105,124,120,119,118,117,116,115,114,129,136,144,151,159,167,166,178,188,211,0,0
209,187,197,143,103,77,70,53,37,38,39,25,26,36,52,50,51,60,59,58,65,69,76,81,88,102,128,135,142,150,158,165,219,0,0
134,113,80,49,23,24,20,16,4,9,10,8,5,11,1,12,15,22,35,46,48,47,57,64,75,94,112,133,141,157,186,210,0,0,0
140,100,73,67,34,19,14,68,17,6,7,3,2,13,18,21,45,56,62,63,74,79,87,101,127,149,156,177,208,218,0,0,0,0,0
155,110,85,78,61,54,41,42,32,29,30,27,28,40,31,43,44,55,66,71,72,86,99,111,126,132,148,164,176,196,217,277,286,278,0
203,184,153,130,125,95,92,84,89,82,83,90,91,93,96,97,107,108,109,131,139,145,146,147,163,175,185,207,0,0,0,0,0,0,0
245,234,215,201,190,179,173,168,169,170,171,172,174,161,162,180,181,182,183,191,192,193,202,194,195,204,205,206,216,238,251,239,240,0,0
270,304,298,303,302,301,297,296,292,285,283,284,282,274,275,264,265,266,259,267,260,261,268,269,262,258,254,246,247,248,235,236,237,249,250
313,335,342,341,347,352,357,351,350,356,355,354,349,346,340,333,334,332,328,323,310,324,311,312,0,0,0,0,0,0,0,0,0,0,0
