210,179,146,115,107,70,29,15,3,5,6,1,7,8,26,27,49,51,64,81,83,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,258,234,194,166,90,72,59,60,41,42,45,62,63,78,80,92,94,103,104,109,111,122,141,163,128,173,181,207,186,209,197,218,219,220,222,221
315,280,242,211,185,171,159,160,135,126,127,116,139,140,152,154,167,172,196,230,240,241,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,359,353,335,316,302,290,266,254,244,238,239,227,229,198,199,200,201,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,392,386,375,372,368,361,348,338,329,319,311,312,305,297,292,282,276,277,268,269,262,263,256,257,248,250,536,249,0,0,0,0,0,0,0,0
427,428,431,432,429,421,422,418,411,402,403,395,388,385,377,356,341,322,308,299,294,284,285,279,270,538,0,0,0,0,0,0,0,0,0,0,0
439,449,457,468,476,477,478,479,480,463,454,447,448,436,425,416,405,380,357,344,332,314,309,300,540,0,0,0,0,0,0,0,0,0,0,0,0
438,485,490,505,511,512,517,518,520,506,507,503,498,493,483,473,465,442,430,407,382,371,358,345,333,541,324,0,0,0,0,0,0,0,0,0,0
420,456,484,509,515,529,530,534,535,531,532,533,528,522,508,504,488,474,466,443,426,413,397,383,0,0,0,0,0,0,0,0,0,0,0,0,0
471,494,510,514,516,523,524,525,526,527,519,521,513,502,492,482,470,455,441,417,406,391,381,365,543,0,0,0,0,0,0,0,0,0,0,0,0
467,475,489,495,496,499,500,501,497,491,486,487,481,472,464,453,446,435,424,415,404,390,379,374,364,351,342,542,0,0,0,0,0,0,0,0,0
437,444,450,451,458,459,460,461,462,452,445,440,433,434,423,419,412,396,389,378,370,363,350,340,331,323,307,0,0,0,0,0,0,0,0,0,0
408,409,410,400,401,393,394,387,384,376,373,369,362,355,349,339,320,330,321,313,306,298,293,283,278,0,0,0,0,0,0,0,0,0,0,0,0
398,366,414,367,360,354,346,347,343,336,337,327,328,317,318,310,303,304,295,296,291,281,274,275,267,260,261,255,245,246,247,537,539,0,0,0,0
334,326,301,289,273,265,259,252,253,243,235,236,237,225,226,228,212,213,214,215,216,202,203,204,195,205,206,208,0,0,0,0,0,0,0,0,0
264,251,233,193,180,184,170,165,157,158,147,132,133,134,136,121,137,138,148,149,150,151,153,161,155,162,168,174,182,187,0,0,0,0,0,0,0
325,287,272,223,192,145,131,114,106,89,71,73,74,61,75,76,77,79,91,93,102,108,110,117,118,123,129,142,156,164,0,0,0,0,0,0,0
286,100,57,58,28,30,17,19,22,31,32,35,47,50,52,65,66,82,84,96,97,112,87,113,119,143,169,0,0,0,0,0,0,0,0,0,0
232,178,144,88,9,10,12,13,16,18,20,23,25,34,43,36,37,39,55,67,68,69,85,86,98,99,105,120,124,175,0,0,0,0,0,0,0
271,224,130,101,40,2,11,14,4,21,24,33,44,46,48,38,53,54,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
