321,293,275,250,212,188,162,135,112,91,80,69,66,65,51,42,28,41,40,24,23,12,22,21,19,0,0,0,0,0,0,0,0,0,0,0
363,336,300,269,228,211,193,161,133,110,101,79,78,62,61,60,59,58,76,87,97,108,107,118,140,155,163,138,137,127,508,506,153,510,511,0
393,386,355,332,299,282,248,240,218,217,199,192,176,175,166,158,157,149,148,132,131,146,145,144,142,106,116,114,105,95,103,507,0,0,0,0
418,394,373,354,331,315,296,274,268,255,247,246,245,227,215,208,206,191,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,449,407,403,383,372,367,353,347,333,330,318,304,279,278,260,230,223,204,195,190,179,178,170,169,154,168,189,213,0,0,0,0,0,0,0
455,448,441,440,428,415,411,401,382,378,358,346,326,303,277,259,235,221,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,419,444,460,469,478,476,475,474,459,464,453,447,438,437,433,423,414,406,399,388,376,366,349,339,310,287,257,243,0,0,0,0,0,0,0
480,500,498,497,490,487,472,462,457,445,430,420,397,380,364,338,309,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,479,495,502,488,501,505,504,503,496,489,481,471,458,451,436,431,421,398,381,365,344,323,301,286,0,0,0,0,0,0,0,0,0,0,0
443,461,485,494,493,499,492,491,482,473,463,452,446,432,426,413,409,389,368,357,345,324,311,288,270,233,513,0,0,0,0,0,0,0,0,0
486,468,467,477,484,483,466,465,454,439,427,424,410,400,390,377,369,350,340,325,317,302,289,276,258,251,234,220,0,0,0,0,0,0,0,0
450,435,442,434,429,416,412,402,391,370,361,360,359,351,341,328,327,312,294,290,271,265,252,236,222,214,203,0,0,0,0,0,0,0,0,0
396,387,374,395,385,408,404,392,384,379,371,362,352,342,329,313,305,291,280,272,266,253,237,231,224,205,196,180,171,0,0,0,0,0,0,0
348,334,320,319,314,306,295,281,273,267,261,254,244,238,226,225,207,197,182,174,173,172,143,141,139,164,512,0,0,0,0,0,0,0,0,0
343,335,307,283,262,256,239,232,216,209,198,185,184,183,165,156,147,130,129,128,122,121,120,119,117,115,0,0,0,0,0,0,0,0,0,0
337,292,284,249,241,210,200,186,160,159,151,150,124,123,109,100,99,98,88,77,75,74,73,72,71,86,85,84,0,0,0,0,0,0,0,0
316,263,229,194,187,152,134,111,102,89,64,63,50,49,39,38,37,20,36,35,34,33,47,46,57,56,70,83,94,0,0,0,0,0,0,0
375,308,242,201,167,136,125,92,90,68,52,43,27,25,15,14,13,7,11,5,4,3,2,1,10,18,17,32,45,0,0,0,0,0,0,0
356,322,264,219,177,126,113,93,55,54,31,29,26,16,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
