145,167,187,225,259,287,310,321,334,349,348,370,369,382,381,378,377,376,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,116,144,173,194,215,232,257,266,285,291,320,333,319,331,356,355,341,330,327,329,325,326,328,339,0,0,0,0,0,0,0,0,0
98,114,134,151,159,172,185,200,207,223,230,238,248,253,264,316,273,315,272,300,271,298,282,313,314,290,449,299,301,302,0,0,0,0
94,75,81,68,67,74,84,92,90,97,109,112,125,141,156,176,190,198,197,221,237,236,246,263,270,448,283,284,0,0,0,0,0,0
37,34,36,43,50,55,59,65,80,88,95,107,124,122,138,153,169,181,196,203,220,227,235,247,446,0,0,0,0,0,0,0,0,0
46,27,18,17,16,21,29,28,35,47,57,64,78,86,105,130,149,168,189,204,212,443,445,0,0,0,0,0,0,0,0,0,0,0
52,23,13,8,5,3,2,1,10,14,19,25,31,48,54,62,79,87,106,123,139,154,175,444,0,0,0,0,0,0,0,0,0,0
9,7,4,6,11,15,20,32,41,49,58,71,82,96,108,117,131,150,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,12,22,26,30,33,44,42,56,63,72,89,101,111,118,132,140,155,170,182,442,441,0,0,0,0,0,0,0,0,0,0,0,0
39,53,40,38,45,51,61,60,66,73,83,91,102,110,119,126,142,157,163,171,183,191,205,213,228,0,0,0,0,0,0,0,0,0
70,69,77,76,85,93,99,103,115,113,120,127,133,143,158,164,177,184,192,199,206,222,229,239,249,254,447,0,0,0,0,0,0,0
100,104,121,135,146,160,166,179,178,186,193,201,209,214,224,231,241,240,256,255,265,276,275,274,0,0,0,0,0,0,0,0,0,0
129,137,148,174,195,210,217,226,233,243,250,258,268,267,278,277,286,293,292,309,308,307,306,305,304,0,0,0,0,0,0,0,0,0
136,161,188,218,234,261,269,289,294,312,311,323,336,353,352,351,350,361,360,359,347,346,345,344,332,318,0,0,0,0,0,0,0,0
219,262,297,337,364,372,386,384,396,395,406,405,404,401,393,392,391,380,379,368,367,358,343,317,0,0,0,0,0,0,0,0,0,0
202,245,260,296,354,373,387,397,408,420,431,430,428,440,438,426,424,423,414,400,390,389,375,0,0,0,0,0,0,0,0,0,0,0
128,147,180,211,244,281,295,324,363,385,407,419,418,429,427,439,437,436,435,434,433,432,422,421,412,411,410,399,398,388,374,366,357,342
216,252,288,322,335,362,371,383,394,403,402,417,425,416,415,413,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
