203,242,273,296,320,341,354,376,378,388,389,394,399,0,0,0,0,0,0,0,0,0,0,0,0,0
131,154,180,202,225,240,264,271,295,307,328,340,353,368,367,369,375,377,370,356,343,344,332,333,358,0
102,116,130,163,190,212,234,249,254,263,283,290,291,308,319,329,330,331,322,346,334,335,0,0,0,0
101,129,146,162,178,194,213,219,224,239,241,265,272,284,297,298,299,300,301,302,303,309,310,311,0,0
73,78,76,93,108,128,142,153,167,179,181,191,204,220,243,250,266,267,275,276,278,279,257,258,410,0
72,71,77,94,109,117,147,155,168,183,195,214,227,244,251,0,0,0,0,0,0,0,0,0,0,0
40,44,33,37,38,39,45,46,54,61,66,79,85,89,96,110,123,133,156,185,197,215,228,235,408,409
34,22,11,12,13,14,18,28,47,55,62,80,97,111,135,157,176,0,0,0,0,0,0,0,0,0
23,17,2,6,1,3,4,8,15,20,30,35,49,58,67,81,104,119,137,0,0,0,0,0,0,0
19,7,5,9,10,16,21,27,31,42,52,59,68,83,91,113,125,144,159,199,0,0,0,0,0,0
57,48,29,24,25,26,32,36,43,56,65,64,74,87,99,105,120,139,150,165,177,207,0,0,0,0
41,50,51,53,60,69,70,75,84,88,92,106,114,126,140,152,166,173,187,193,208,217,236,0,0,0
63,82,86,100,107,115,121,127,141,145,161,174,189,210,218,231,230,237,0,0,0,0,0,0,0,0
103,112,124,138,151,160,175,188,201,211,223,233,247,246,253,261,260,0,0,0,0,0,0,0,0,0
90,118,136,149,158,172,186,200,209,232,238,248,262,270,282,281,289,293,288,0,0,0,0,0,0,0
134,148,171,170,198,206,216,229,245,259,269,280,294,306,318,317,316,327,315,314,287,0,0,0,0,0
95,132,164,184,205,252,268,286,305,325,312,326,339,350,352,363,366,365,364,351,349,338,313,0,0,0
169,196,222,256,277,304,324,360,336,347,372,382,383,391,393,385,386,387,0,0,0,0,0,0,0,0
122,143,182,226,274,292,323,345,357,381,390,397,402,406,403,407,404,405,398,392,374,384,373,0,0,0
192,221,255,285,321,342,355,371,379,395,396,400,401,0,0,0,0,0,0,0,0,0,0,0,0,0
