411,397,372,346,329,298,279,250,238,202,189,195,180,194,200,205,244,243,225,224,223,222,221,233,232,248,253,257,258,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,427,417,382,370,356,345,328,296,312,311,261,266,237,207,235,187,173,162,153,152,161,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,463,457,456,449,441,433,419,416,408,381,374,369,359,358,355,354,342,337,308,292,291,307,306,305,303,302,321,319,320,318,334,333,341,348,282,304,322,265,284,0,0,0,0
473,524,523,522,521,520,515,504,488,487,481,469,462,455,451,447,438,432,425,406,395,379,394,393,404,403,402,390,389,388,387,377,378,373,349,350,326,335,283,249,234,242,254,259
564,553,552,551,547,540,535,528,514,510,501,486,480,479,478,477,476,475,467,460,459,453,444,431,391,366,351,336,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,513,548,555,597,596,590,595,594,589,586,581,580,575,574,563,550,545,538,533,532,527,526,516,508,485,466,454,437,423,414,392,367,352,0,0,0,0,0,0,0,0,0,0
599,604,616,624,623,629,628,627,626,619,615,607,606,601,593,585,579,562,561,544,534,517,509,461,445,424,405,368,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,530,566,583,605,618,625,631,638,637,636,635,634,633,632,630,622,621,620,608,588,587,582,576,546,539,518,502,468,446,407,357,0,0,0,0,0,0,0,0,0,0,0,0
537,571,584,592,600,614,613,612,611,617,610,609,603,602,598,591,577,565,554,541,536,519,503,470,452,439,415,380,338,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,531,543,560,559,573,572,578,570,569,568,567,558,557,556,549,542,529,512,511,482,471,448,440,426,409,375,360,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,498,499,505,507,506,500,497,495,494,493,492,491,490,484,483,474,465,458,450,442,435,428,420,410,396,383,376,371,361,344,339,327,310,295,294,293,0,0,0,0,0,0,0
443,436,429,430,422,418,413,412,400,399,398,385,384,362,347,331,330,324,315,314,313,300,299,297,286,278,277,276,275,269,268,267,0,0,0,0,0,0,0,0,0,0,0,0
401,386,364,365,340,332,317,301,289,280,272,270,264,263,255,252,246,230,219,218,217,216,215,214,213,212,211,210,209,208,229,228,227,226,236,260,273,0,0,0,0,0,0,0
363,325,290,281,256,247,231,203,191,186,179,175,171,160,159,144,143,134,133,132,119,130,118,141,128,140,139,126,125,138,157,167,166,174,176,181,188,201,206,0,0,0,0,0
421,288,271,220,197,185,151,150,114,106,105,95,94,80,79,77,76,75,72,69,65,16,15,14,59,55,54,53,91,49,90,112,116,136,156,164,193,204,0,0,0,0,0,0
287,241,178,170,113,104,78,19,18,74,71,17,68,66,63,62,60,58,52,10,50,8,48,6,42,41,40,35,87,102,122,147,163,199,0,0,0,0,0,0,0,0,0,0
240,184,142,131,73,70,67,64,61,57,13,12,11,9,7,46,44,5,38,37,33,88,32,31,30,28,86,111,121,154,198,0,0,0,0,0,0,0,0,0,0,0,0,0
262,245,183,177,129,127,117,103,93,56,92,51,47,45,43,89,39,36,34,4,3,29,2,1,27,26,25,24,23,22,84,100,120,145,192,0,0,0,0,0,0,0,0,0
316,251,239,196,190,182,169,168,158,149,137,124,123,165,148,155,146,115,110,85,101,83,99,108,109,98,97,82,21,20,81,96,107,135,645,0,0,0,0,0,0,0,0,0
