311,250,228,193,175,156,136,102,79,70,58,46,40,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,184,157,125,95,73,59,47,41,31,25,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,263,230,185,149,130,103,75,64,48,36,28,21,14,8,9,5,1,2,6,11,32,37,65,92,104,0,0,0
251,200,150,111,82,60,42,29,22,10,15,7,3,4,12,17,26,33,38,49,55,0,0,0,0,0,0,0,0
307,271,238,201,169,143,112,83,67,51,30,24,19,18,23,34,43,50,39,56,61,66,0,0,0,0,0,0,0
220,170,132,113,85,69,57,53,45,44,52,62,68,71,77,128,0,0,0,0,0,0,0,0,0,0,0,0,0
252,227,204,171,154,129,114,100,94,87,78,86,84,93,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,313,303,297,287,276,266,247,234,215,207,192,197,180,155,134,122,121,120,119,0,0,0,0,0,0,0,0,0
342,337,333,322,323,309,299,288,267,259,248,239,224,206,191,172,161,153,145,144,133,0,0,0,0,0,0,0,0
362,367,368,369,359,353,346,338,328,294,278,253,233,223,205,190,179,0,0,0,0,0,0,0,0,0,0,0,0
381,378,388,394,395,400,390,383,374,363,356,332,318,315,304,298,277,258,246,232,222,203,189,0,0,0,0,0,0
406,409,415,416,410,408,403,404,389,373,358,351,343,331,321,314,293,275,257,221,196,0,0,0,0,0,0,0,0
386,405,413,421,422,423,420,414,407,393,382,366,352,320,308,292,274,265,0,0,0,0,0,0,0,0,0,0,0
392,401,411,417,418,412,402,387,376,357,350,341,327,312,291,273,264,245,214,178,202,0,0,0,0,0,0,0,0
377,384,391,397,396,398,399,385,380,372,365,355,349,330,319,302,286,270,256,242,231,213,195,177,165,0,0,0,0
364,371,370,375,360,361,354,348,345,335,326,317,306,296,284,269,255,244,237,226,212,194,188,168,160,152,0,0,0
347,340,344,339,334,329,316,305,290,283,272,261,249,241,229,218,209,199,186,167,159,151,142,138,139,0,0,0,0
301,325,324,310,300,289,282,268,254,236,216,211,198,183,174,176,166,164,158,148,141,137,131,126,127,117,118,0,0
279,260,243,235,225,210,208,181,173,162,147,135,124,115,116,106,107,74,108,81,109,88,89,90,96,97,98,91,0
295,281,280,262,240,217,182,163,146,140,123,105,101,80,72,63,54,0,0,0,0,0,0,0,0,0,0,0,0
