142,113,87,66,54,36,24,16,18,7,8,9,2,3,5,12,20,14,21,28,29,35,41,50,59,64,81,0,0,0,0,0,0,0,0,0,0,0,0
234,192,143,108,99,88,76,61,62,55,46,37,47,48,39,49,57,58,63,78,85,96,110,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,245,223,171,159,151,123,124,114,115,116,109,101,94,95,102,103,104,105,106,119,120,129,153,161,147,162,199,200,185,217,186,187,219,220,232,242,257,0
266,262,246,247,236,204,195,196,182,183,172,173,174,175,176,177,178,184,211,213,237,249,238,250,251,253,254,0,0,0,0,0,0,0,0,0,0,0,0
296,338,297,339,309,298,347,344,345,340,328,329,330,331,310,299,288,289,290,302,291,275,267,276,277,278,279,280,281,268,269,270,271,282,283,0,0,0,0
379,392,406,417,407,408,409,410,411,412,393,380,394,382,366,367,361,353,349,341,332,333,325,308,326,557,0,0,0,0,0,0,0,0,0,0,0,0,0
404,423,434,450,475,476,478,487,488,489,479,480,481,466,467,468,469,470,455,443,435,425,413,400,375,369,354,350,0,0,0,0,0,0,0,0,0,0,0
416,449,493,504,514,515,524,532,533,526,527,528,529,518,520,509,495,473,460,446,431,421,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,464,494,513,531,539,552,540,553,541,554,555,546,547,549,551,537,522,512,497,485,462,437,426,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,499,505,525,534,542,543,544,545,548,556,550,535,536,538,530,523,511,503,498,486,463,448,433,422,357,0,0,0,0,0,0,0,0,0,0,0,0,0
405,424,440,451,465,490,500,501,506,507,516,517,519,521,508,510,502,496,491,492,483,484,474,461,447,438,432,427,415,403,378,364,0,0,0,0,0,0,0
428,441,442,452,453,454,456,471,482,472,457,458,459,444,445,436,429,430,419,420,414,402,391,377,370,358,352,346,0,0,0,0,0,0,0,0,0,0,0
359,360,365,371,372,381,383,395,396,384,397,398,385,399,386,387,388,389,390,373,374,376,368,362,355,356,351,342,343,334,335,0,0,0,0,0,0,0,0
286,300,301,303,304,311,312,313,314,315,316,317,318,319,320,321,322,323,324,305,306,307,292,293,294,284,285,272,295,327,336,337,0,0,0,0,0,0,0
273,274,263,248,225,226,205,206,207,208,209,210,197,198,212,214,215,216,227,228,229,230,231,239,240,252,241,255,256,258,260,261,0,0,0,0,0,0,0
224,194,167,160,145,136,125,126,117,118,127,128,130,131,132,138,139,148,149,154,155,163,168,179,189,201,221,233,244,259,0,0,0,0,0,0,0,0,0
265,203,166,135,100,93,84,77,68,69,70,71,72,73,79,80,86,90,97,107,111,134,140,156,164,169,180,191,202,222,243,0,0,0,0,0,0,0,0
181,158,122,89,67,56,38,33,25,26,27,34,40,42,43,51,60,74,75,82,91,98,112,121,141,150,157,165,170,0,0,0,0,0,0,0,0,0,0
235,193,144,92,83,45,32,17,19,10,4,13,15,22,23,30,31,44,52,53,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
