62,44,19,10,9,5,4,8,11,21,35,45,59,68,79,89,96,100,115,0,0,0,0,0,0,0
41,28,18,12,6,1,3,2,7,20,34,50,58,67,83,95,112,127,137,163,183,205,226,257,0,0
61,53,36,32,15,14,22,26,25,30,42,49,63,72,88,104,128,148,169,184,0,0,0,0,0,0
82,78,60,57,52,46,54,65,69,80,91,105,121,149,174,193,281,0,0,0,0,0,0,0,0,0
76,75,85,94,101,107,119,131,138,150,164,185,206,215,234,0,0,0,0,0,0,0,0,0,0,0
103,110,116,123,135,154,165,170,187,195,207,227,245,258,0,0,0,0,0,0,0,0,0,0,0,0
114,125,134,140,152,160,172,189,191,200,212,218,230,240,252,264,272,282,286,0,0,0,0,0,0,0
142,147,166,192,201,220,237,247,267,266,278,289,288,302,309,308,312,311,321,319,318,317,298,297,0,0
177,213,221,249,276,296,315,333,343,351,350,361,369,357,356,354,348,341,0,0,0,0,0,0,0,0
167,179,222,255,290,306,330,345,370,378,376,390,398,397,396,395,393,383,382,373,367,335,316,0,0,0
204,223,250,214,291,331,346,372,371,379,400,399,404,403,402,401,394,392,381,368,347,340,0,0,0,0
156,182,198,225,256,269,292,307,332,339,366,365,380,377,391,389,388,387,386,385,384,375,374,355,336,405
144,168,180,203,239,261,280,305,329,334,338,344,353,352,364,363,362,360,359,358,349,342,337,0,0,0
143,162,178,202,232,238,254,268,279,285,295,303,314,313,328,327,326,325,324,323,322,320,310,0,0,0
126,136,153,161,173,190,197,209,219,231,242,246,265,274,277,284,287,293,301,300,299,406,0,0,0,0
99,111,117,124,133,146,155,159,171,181,188,199,211,229,241,253,260,263,273,283,271,244,262,270,0,0
87,71,70,77,81,86,98,102,109,113,122,129,139,151,158,176,196,208,217,236,216,228,251,235,259,0
48,43,40,39,38,47,56,55,66,74,93,108,120,132,145,157,175,186,194,0,0,0,0,0,0,0
29,24,33,17,16,23,13,27,31,37,51,64,73,90,92,106,118,130,0,0,0,0,0,0,0,0
