362,367,419,381,418,382,421,420,383,385,387,426,389,365,356,338,329,326,317,312,307,292,240,438,0,0,0,0,0,0,0,0
380,368,386,424,388,429,391,396,375,366,348,327,320,318,308,294,282,257,265,221,206,0,0,0,0,0,0,0,0,0,0,0
422,423,370,371,428,390,395,398,402,404,407,409,411,363,350,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,425,427,364,372,393,397,374,401,432,406,408,410,414,416,357,321,302,283,266,243,0,0,0,0,0,0,0,0,0,0,0
384,392,394,399,430,431,376,434,435,413,415,417,351,323,288,273,258,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,358,352,324,303,259,245,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,400,403,405,433,377,412,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,339,340,341,342,343,344,345,332,333,322,313,297,284,268,253,246,236,226,217,181,0,0,0,0,0,0,0,0,0,0,0
319,310,306,300,295,291,293,287,281,276,277,272,267,252,244,235,216,207,195,190,182,176,0,0,0,0,0,0,0,0,0,0
261,274,263,251,256,238,239,234,230,224,225,211,212,214,200,194,189,175,169,161,162,152,146,153,145,0,0,0,0,0,0,0
232,222,205,187,178,164,160,149,143,139,135,136,128,129,116,117,118,119,105,121,120,0,0,0,0,0,0,0,0,0,0,0
219,192,158,132,109,89,90,85,74,64,65,67,68,70,71,78,79,81,82,86,87,94,104,0,0,0,0,0,0,0,0,0
191,196,157,99,88,61,51,45,38,31,21,23,13,14,15,18,24,26,28,35,42,43,47,48,58,72,80,103,0,0,0,0
203,170,130,97,59,37,19,8,6,1,2,3,4,5,7,16,17,25,27,34,41,46,69,77,93,115,0,0,0,0,0,0
183,154,122,95,83,49,36,29,30,20,9,10,11,12,22,32,33,39,40,57,66,76,92,114,127,0,0,0,0,0,0,0
248,227,177,155,137,123,106,96,84,73,60,50,44,52,53,54,55,56,62,63,75,91,98,102,126,0,0,0,0,0,0,0
247,228,202,185,171,156,141,138,131,124,107,108,100,110,111,101,112,113,125,133,134,140,144,151,0,0,0,0,0,0,0,0
289,278,269,260,254,241,237,231,229,218,208,209,204,197,198,193,186,172,163,159,147,148,142,150,0,0,0,0,0,0,0,0
334,315,314,309,304,305,298,290,285,279,280,270,271,262,255,250,242,233,223,210,199,188,179,173,165,166,167,168,174,213,215,201
346,359,360,361,353,354,355,347,335,336,325,316,311,299,286,275,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
