173,186,200,215,234,244,262,270,291,300,299,316,326,325,341,340,339,348,338,0,0,0,0,0,0,0,0,0,0
110,121,133,147,165,178,198,207,213,229,242,261,268,278,290,297,289,287,276,250,249,256,275,307,296,273,284,0,0
79,86,101,104,109,105,115,120,127,135,146,164,171,185,193,197,212,222,228,240,239,0,0,0,0,0,0,0,0
67,56,57,65,68,72,77,95,100,108,114,126,142,153,170,184,196,206,220,0,0,0,0,0,0,0,0,0,0
33,38,37,45,44,55,63,71,76,92,103,118,134,158,181,205,248,232,255,266,283,0,0,0,0,0,0,0,0
24,16,15,14,22,30,32,42,61,75,83,99,113,130,150,175,190,203,219,447,449,448,0,0,0,0,0,0,0
52,31,23,12,1,8,6,2,5,10,27,35,49,60,70,89,112,139,163,180,216,0,0,0,0,0,0,0,0
64,41,21,7,4,3,13,17,26,40,47,59,78,96,124,143,167,202,446,0,0,0,0,0,0,0,0,0,0
43,36,29,28,20,9,19,18,25,34,39,46,66,73,87,106,123,137,161,0,0,0,0,0,0,0,0,0,0
62,54,51,50,48,53,58,69,74,80,88,102,116,122,136,156,166,188,225,237,445,0,0,0,0,0,0,0,0
94,93,85,84,82,81,90,98,97,107,111,117,128,138,148,160,174,187,194,209,224,235,253,0,0,0,0,0,0
119,125,131,129,141,140,144,149,157,162,168,179,189,201,210,226,230,236,246,252,264,0,0,0,0,0,0,0,0
177,145,152,151,169,176,182,191,195,204,218,211,217,231,238,247,254,265,272,281,293,292,303,304,0,0,0,0,0
192,221,227,258,257,267,274,286,285,295,294,305,312,321,320,332,331,330,328,329,0,0,0,0,0,0,0,0,0
223,241,259,277,288,309,308,315,337,336,335,347,357,356,355,354,368,366,372,364,363,352,344,333,311,0,0,0,0
260,269,298,324,349,358,369,380,390,403,402,401,400,399,398,396,395,394,377,373,365,345,0,0,0,0,0,0,0
243,279,317,327,360,359,384,391,404,410,421,435,434,432,430,429,428,427,424,417,415,407,388,378,367,346,0,0,0
214,251,310,350,371,386,393,414,413,422,437,436,433,444,442,440,426,423,416,397,379,374,353,282,0,0,0,0,0
132,154,199,233,271,301,319,343,362,376,387,385,392,406,405,412,411,409,420,419,431,443,441,439,438,425,418,408,389
159,155,172,208,245,263,280,302,318,342,351,361,370,375,383,382,381,0,0,0,0,0,0,0,0,0,0,0,0
