24,25,17,28,19,29,30,34,39,48,56,63,71,68,74,85,102,108,119,130,139,150,156,167,0,0,0,0,0,0,0
94,41,33,15,9,7,4,5,8,13,14,22,36,40,49,64,75,86,121,131,146,162,177,187,207,225,243,268,303,0,0
72,58,32,16,10,2,3,1,6,11,12,23,37,43,60,76,93,109,132,151,176,191,220,242,261,0,0,0,0,0,0
110,65,50,38,26,27,18,20,21,31,35,42,57,67,82,92,106,120,140,166,186,216,231,250,267,0,0,0,0,0,0
59,51,52,54,61,66,69,88,91,105,118,126,138,160,185,206,230,249,266,277,302,337,0,0,0,0,0,0,0,0,0
122,103,89,90,97,107,113,117,135,143,159,170,180,190,205,214,224,241,260,275,295,310,327,336,355,362,0,0,0,0,0
111,127,141,149,153,164,173,183,195,212,219,227,234,237,248,263,280,286,299,316,325,344,354,368,377,388,389,0,0,0,0
193,218,226,240,259,273,284,298,314,321,331,341,359,366,374,385,395,401,412,413,415,0,0,0,0,0,0,0,0,0,0
178,152,163,202,232,245,272,290,306,340,358,372,382,393,407,419,426,427,446,434,450,452,454,456,428,403,390,0,0,0,0
221,253,278,312,320,349,356,380,398,417,432,440,461,470,471,472,494,475,498,500,502,479,481,457,0,0,0,0,0,0,0
199,252,282,347,363,392,405,425,430,438,459,466,468,483,485,487,489,491,493,495,496,499,501,503,480,464,0,0,0,0,0
198,217,251,288,305,338,348,370,391,404,429,437,458,465,467,482,469,484,486,488,490,492,473,474,497,476,477,478,463,436,0
172,192,208,244,269,289,311,329,350,364,381,406,418,431,433,439,441,460,442,462,443,444,445,447,448,449,451,453,455,435,379
200,209,235,254,279,296,313,330,339,357,365,371,373,383,384,394,399,408,400,409,410,411,420,421,422,423,424,414,402,346,0
168,188,201,210,233,246,258,270,283,291,297,307,322,323,332,333,342,351,360,367,375,376,386,387,396,397,0,0,0,0,0
133,148,157,169,182,194,203,211,222,236,247,255,262,274,285,292,308,315,324,334,343,352,353,361,369,378,0,0,0,0,0
104,112,116,124,134,136,142,154,158,174,179,189,196,204,213,223,228,238,256,264,271,281,293,300,309,317,326,335,345,0,0
96,77,78,79,83,87,99,100,114,125,128,144,155,165,175,184,197,215,229,239,257,265,276,287,294,301,318,505,304,319,0
147,123,95,73,44,45,46,47,53,55,62,70,80,81,84,101,115,129,137,145,161,171,181,0,0,0,0,0,0,0,0
