236,183,177,176,170,162,153,145,144,142,141,139,138,126,127,140,128,143,146,147,154,155,156,157,148,129,171,0,0,0,0,0,0
237,130,110,106,101,94,86,79,76,73,72,67,68,75,74,80,85,87,88,89,95,90,96,524,0,0,0,0,0,0,0,0,0
59,58,52,47,42,41,35,34,29,28,33,39,38,45,40,46,55,61,82,102,112,158,132,165,185,179,199,189,192,227,200,0,0
184,178,163,97,81,56,49,43,22,16,20,8,7,5,4,3,6,15,19,14,30,48,69,98,107,119,149,166,0,0,0,0,0
131,111,83,50,24,18,13,11,1,2,9,10,12,17,21,23,57,84,105,113,133,159,173,186,0,0,0,0,0,0,0,0,0
238,164,118,91,70,60,51,37,27,26,32,25,31,36,44,53,62,77,103,120,150,180,0,0,0,0,0,0,0,0,0,0,0
284,210,172,114,115,109,104,92,71,64,66,54,65,63,78,93,100,99,108,134,160,174,187,211,0,0,0,0,0,0,0,0,0
181,175,168,169,152,151,137,125,123,122,116,124,121,136,135,161,167,182,188,190,193,0,0,0,0,0,0,0,0,0,0,0,0
212,213,215,217,229,220,230,231,203,223,222,221,202,201,219,218,216,214,228,233,239,0,0,0,0,0,0,0,0,0,0,0,0
257,275,276,293,294,295,297,299,305,308,307,309,306,300,304,298,296,289,277,259,258,248,247,244,0,0,0,0,0,0,0,0,0
360,323,376,352,368,378,387,389,388,390,382,383,379,381,380,371,370,369,362,353,337,328,314,303,292,288,274,0,0,0,0,0,0
416,430,431,408,432,439,447,452,455,453,457,456,454,449,448,446,440,434,433,418,400,397,386,377,361,351,336,327,322,313,0,0,0
463,471,489,496,495,497,510,511,512,499,498,490,492,491,482,481,472,464,451,438,417,407,396,375,367,350,335,326,0,0,0,0,0
428,444,470,506,505,521,520,518,523,522,519,507,509,508,494,488,475,476,462,445,429,415,395,374,366,349,287,273,0,0,0,0,0
426,443,468,485,484,493,500,516,515,514,513,517,503,502,501,504,486,487,474,469,461,437,436,427,406,385,365,348,334,321,0,0,0
384,458,466,465,478,477,480,479,483,473,467,459,460,450,442,435,425,413,414,405,394,373,347,333,320,302,285,286,291,272,0,0,0
318,403,412,441,402,410,424,421,420,419,422,423,409,411,401,398,391,392,393,372,363,364,359,346,332,319,0,0,0,0,0,0,0
331,345,344,343,342,358,357,356,355,354,340,339,341,338,329,330,324,325,315,316,317,310,311,312,301,290,527,526,525,0,0,0,0
267,266,265,281,280,279,278,262,261,260,249,250,263,251,264,252,253,245,240,241,254,268,269,282,283,270,271,255,256,246,242,243,0
235,234,232,226,206,225,224,204,194,195,196,197,205,207,208,209,198,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
