258,266,291,315,328,346,344,357,343,356,342,332,325,324,304,0,0,0,0,0,0,0,0,0,0,0,0
271,284,299,313,326,320,319,318,312,303,298,283,269,259,224,204,198,206,0,0,0,0,0,0,0,0,0
245,256,264,270,278,289,277,276,275,268,263,255,239,229,213,190,191,179,180,160,135,161,174,175,390,155,133
208,225,230,192,199,205,214,223,222,221,219,220,212,197,189,0,0,0,0,0,0,0,0,0,0,0,0
183,156,145,144,143,142,141,138,153,151,152,154,139,140,134,0,0,0,0,0,0,0,0,0,0,0,0
120,103,96,90,83,82,81,80,79,89,95,101,102,118,129,0,0,0,0,0,0,0,0,0,0,0,0
162,99,86,72,54,48,40,34,33,32,31,30,43,46,53,67,75,84,91,97,119,126,387,0,0,0,0
185,131,104,77,51,36,20,13,9,3,8,12,2,11,16,24,28,44,47,60,71,85,92,386,0,0,0
87,62,42,38,21,15,10,7,6,1,5,4,14,17,25,35,49,61,385,0,0,0,0,0,0,0,0
123,78,66,39,27,23,19,18,22,26,29,37,41,45,50,73,98,0,0,0,0,0,0,0,0,0,0
241,157,124,112,88,70,59,58,57,52,56,55,65,64,63,69,68,74,76,93,0,0,0,0,0,0,0
165,137,132,128,125,117,116,100,115,114,113,111,110,109,94,108,107,106,105,122,121,127,130,388,389,0,0
211,202,203,196,188,178,173,172,169,171,168,167,166,164,159,158,150,149,148,147,146,136,0,0,0,0,0
250,251,252,253,254,242,244,243,238,237,232,231,228,227,218,210,201,200,195,187,186,182,177,170,163,0,0
282,294,310,311,302,297,296,295,288,287,274,267,262,249,248,236,235,226,217,209,194,181,0,0,0,0,0
317,331,355,341,354,340,339,338,337,330,316,309,293,286,273,261,247,234,216,193,176,0,0,0,0,0,0
281,308,336,353,381,384,380,379,378,383,377,375,352,351,335,329,306,292,280,265,246,233,215,184,0,0,0
307,376,350,374,373,372,371,382,370,369,368,348,366,347,334,322,305,290,272,260,240,0,0,0,0,0,0
301,323,349,367,365,364,363,362,361,360,359,358,345,333,327,321,314,300,285,279,257,207,0,0,0,0,0
