218,227,238,247,252,251,257,267,278,277,283,291,290,289,302,301,300,308,306,305,304,299,298,287,282,275,255,0,0,0,0,0,0,0,0,0
192,152,158,159,160,161,174,175,185,193,199,198,205,204,210,209,217,216,226,236,235,234,233,232,231,230,224,214,223,0,0,0,0,0,0,0
137,125,119,118,110,111,120,109,117,116,124,123,130,135,140,139,145,151,157,173,172,171,170,184,169,183,191,203,222,240,221,0,0,0,0,0
136,108,89,79,71,66,62,55,54,61,60,65,64,70,69,75,74,82,88,97,96,101,106,114,128,144,166,182,197,208,213,530,533,259,0,0
38,32,24,18,23,22,21,20,19,28,31,47,59,67,81,105,134,147,162,178,196,527,532,535,0,0,0,0,0,0,0,0,0,0,0,0
53,37,29,17,11,3,2,1,9,8,15,14,26,34,45,58,63,77,99,127,143,524,525,531,0,0,0,0,0,0,0,0,0,0,0,0
76,52,36,27,16,10,7,6,5,4,13,12,25,30,39,57,84,113,132,146,523,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,102,78,68,51,48,46,35,43,33,42,41,40,44,50,49,56,73,72,80,98,112,131,141,153,187,0,0,0,0,0,0,0,0,0,0
107,100,95,94,93,87,92,86,91,85,90,104,103,122,121,126,133,138,142,154,176,186,194,206,211,228,528,0,0,0,0,0,0,0,0,0
150,149,148,156,155,168,167,165,164,163,181,180,179,177,190,189,188,195,202,201,200,207,212,220,219,229,239,243,242,248,249,253,258,536,534,529
215,225,246,245,250,254,266,265,264,263,262,261,260,274,273,272,271,281,269,270,268,280,279,286,285,293,292,294,295,537,0,0,0,0,0,0
288,297,311,317,327,338,351,367,366,365,364,363,362,360,359,349,347,346,345,344,336,335,334,325,324,323,322,321,320,319,313,314,309,296,0,0
328,370,394,426,435,457,455,454,469,468,453,451,450,441,440,432,431,417,409,408,402,400,390,389,373,372,357,356,341,332,315,0,0,0,0,0
307,339,381,427,458,481,486,495,505,516,514,513,512,511,501,500,490,489,484,477,476,466,465,449,439,430,416,407,401,391,374,342,333,0,0,0
329,398,447,474,482,498,508,521,520,522,519,518,517,515,504,503,502,492,491,485,478,467,452,442,433,418,410,403,392,358,343,326,0,0,0,0
330,386,415,428,463,483,488,487,499,510,509,507,506,497,496,494,493,480,479,471,470,456,444,443,434,419,411,404,375,348,337,316,310,0,0,0
241,276,312,353,388,399,429,438,448,464,462,475,461,460,473,472,459,446,445,437,436,425,424,423,422,421,420,413,412,406,405,393,361,350,0,0
237,256,284,303,318,331,340,355,354,371,387,385,384,383,397,396,382,380,395,379,378,377,369,368,352,0,0,0,0,0,0,0,0,0,0,0
