130,132,151,168,178,200,207,223,241,265,285,273,288,304,317,329,337,354,362,0,0,0,0,0,0,0,0,0,0,0,0,0
140,164,179,194,216,252,256,274,306,305,321,320,323,330,339,344,355,364,369,375,390,393,399,0,0,0,0,0,0,0,0,0
129,158,187,224,242,267,290,309,331,341,350,359,370,377,391,400,407,415,424,431,430,429,423,398,412,392,387,386,383,372,462,460
163,199,215,266,319,340,349,365,384,395,401,416,433,439,447,445,444,443,437,428,422,411,405,0,0,0,0,0,0,0,0,0
236,251,289,318,338,363,376,394,406,425,432,446,450,454,455,453,449,440,436,427,421,404,0,0,0,0,0,0,0,0,0,0
192,240,299,328,348,358,374,389,414,413,438,442,441,452,451,448,435,434,418,409,0,0,0,0,0,0,0,0,0,0,0,0
101,117,145,185,234,249,283,316,334,347,367,373,388,397,410,420,419,426,417,408,403,402,396,385,461,0,0,0,0,0,0,0
128,91,107,122,150,176,214,239,246,279,302,314,326,346,353,361,360,371,382,381,380,379,378,0,0,0,0,0,0,0,0,0
76,85,105,124,136,162,182,211,229,238,254,269,286,307,312,325,333,336,342,345,351,356,357,0,0,0,0,0,0,0,0,0
55,64,70,84,104,115,134,142,153,173,181,203,221,237,258,276,291,310,322,332,335,352,0,0,0,0,0,0,0,0,0,0
38,36,37,44,49,61,79,90,102,114,131,148,159,169,188,195,201,217,225,243,257,275,292,300,311,324,459,0,0,0,0,0
23,18,22,26,34,50,59,67,77,88,99,119,133,152,165,180,202,208,226,244,259,277,293,0,0,0,0,0,0,0,0,0
9,7,6,3,12,20,30,33,42,57,60,69,78,89,100,111,123,141,160,174,189,209,227,253,268,294,0,0,0,0,0,0
58,25,8,2,1,5,4,17,21,27,43,54,62,74,80,94,103,120,135,154,170,196,210,228,260,278,301,0,0,0,0,0
47,16,15,11,10,14,13,19,28,35,45,51,63,75,95,112,121,143,161,175,190,212,230,255,270,295,313,458,457,456,0,0
24,29,31,39,46,52,68,71,86,96,106,116,125,137,149,166,183,197,213,231,245,271,296,0,0,0,0,0,0,0,0,0
41,32,40,48,53,56,65,72,87,92,108,126,138,155,167,184,191,204,219,232,247,261,280,297,308,327,343,366,0,0,0,0
82,83,66,73,81,98,97,109,118,127,139,146,156,171,186,198,205,222,233,248,263,262,272,282,281,287,298,303,315,0,0,0
93,110,113,147,157,172,177,193,206,220,235,250,264,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
