247,288,310,282,249,239,214,187,179,171,166,162,133,119,110,111,134,141,152,142,153,143,136,112,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,324,289,248,204,178,170,149,139,118,104,92,86,66,67,56,57,58,69,70,60,71,72,73,74,61,62,53,46,40,29,22,32,47,76,96,113,128,146,0,0,0,0,0
422,423,465,407,415,358,326,270,221,150,140,117,103,85,54,55,43,37,38,23,24,15,17,19,20,21,13,8,9,10,14,33,48,63,84,97,114,123,130,137,147,0,0,0
42,79,68,50,44,35,25,16,18,12,6,7,3,4,5,1,2,11,34,49,64,77,90,98,106,115,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,388,336,283,251,195,172,151,120,93,87,59,51,52,45,39,26,27,28,30,31,36,41,65,78,91,100,101,107,116,131,155,0,0,0,0,0,0,0,0,0,0,0,0
337,300,234,196,188,173,167,163,156,135,126,121,122,105,94,95,80,81,82,75,83,89,99,102,108,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,395,367,360,340,302,293,261,253,224,217,208,190,180,176,174,164,157,144,145,127,129,124,125,132,138,640,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,453,441,428,410,403,377,378,352,346,328,329,296,297,275,256,235,225,201,191,181,175,168,165,158,159,160,161,641,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,474,475,467,457,448,436,429,417,404,397,381,382,369,362,349,331,322,299,286,267,229,202,186,183,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,518,524,531,532,533,525,519,512,513,506,495,486,477,469,459,450,438,431,412,391,376,355,342,314,279,245,231,212,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,567,574,583,584,575,576,577,578,568,564,556,546,537,527,522,501,488,471,455,439,419,406,386,356,335,308,280,260,238,213,0,0,0,0,0,0,0,0,0,0,0,0,0
591,598,607,617,610,611,612,602,603,586,580,570,558,539,536,516,508,497,490,462,445,433,398,371,351,323,309,281,246,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,597,616,624,626,634,635,638,628,630,631,622,614,605,596,582,566,560,541,530,517,504,491,464,452,421,393,364,344,315,287,259,219,0,0,0,0,0,0,0,0,0,0,0
561,572,588,615,619,623,625,632,633,636,637,627,629,620,621,618,613,604,587,581,571,559,540,529,523,503,472,451,420,392,370,343,307,269,211,0,0,0,0,0,0,0,0,0
573,590,592,599,563,606,608,609,600,601,593,594,595,585,579,569,565,557,547,538,528,515,502,489,479,461,444,413,385,363,334,306,268,230,203,0,0,0,0,0,0,0,0,0
542,548,549,551,562,552,553,554,555,543,544,545,534,535,526,520,521,514,507,500,487,496,478,470,460,443,432,405,384,354,333,305,278,0,0,0,0,0,0,0,0,0,0,0
509,510,511,505,498,499,483,492,493,494,484,485,476,468,463,458,454,449,442,437,430,418,411,390,383,375,350,332,304,277,244,228,210,237,0,0,0,0,0,0,0,0,0,0
473,480,466,456,446,447,434,435,426,427,416,409,400,401,402,396,389,379,380,374,368,361,353,347,348,341,330,319,320,321,303,298,276,0,0,0,0,0,0,0,0,0,0,0
424,414,394,387,366,359,345,338,339,327,317,318,311,312,313,301,292,294,295,284,285,273,274,262,263,254,255,264,265,266,257,258,241,242,236,226,218,243,227,209,192,182,185,193
399,372,357,373,325,316,290,291,271,272,250,252,240,232,233,222,223,215,216,205,206,207,197,198,199,200,189,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
