272,271,270,261,260,259,258,232,224,223,215,231,248,230,247,246,254,253,278,294,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,323,287,322,331,330,329,328,327,320,319,318,314,303,302,313,301,312,300,311,310,309,317,326,333,343,347,376,382,0,0,0,0,0,0
281,243,304,338,367,380,384,403,402,401,400,399,398,410,409,397,392,391,390,389,408,407,406,415,414,413,371,381,361,360,342,316,325,346,527
357,393,429,437,454,469,468,467,475,473,466,465,464,453,452,451,450,449,448,463,444,462,471,457,441,425,412,396,387,369,353,0,0,0,0
422,428,510,508,507,506,504,501,500,498,523,494,472,491,520,518,488,513,483,481,470,432,420,395,386,0,0,0,0,0,0,0,0,0,0
455,476,509,526,525,502,499,496,522,492,490,519,489,516,514,485,512,511,478,456,431,419,405,0,0,0,0,0,0,0,0,0,0,0,0
337,383,421,427,474,505,503,524,497,495,493,521,517,487,515,486,484,482,480,479,477,438,430,423,404,0,0,0,0,0,0,0,0,0,0
295,336,356,379,418,417,416,436,435,434,447,446,445,443,461,460,459,458,442,440,439,433,424,411,394,385,368,350,339,341,0,0,0,0,0
321,335,334,344,349,348,355,354,364,363,362,378,377,375,374,373,372,370,359,358,352,351,345,340,332,0,0,0,0,0,0,0,0,0,0
269,257,256,255,268,267,266,280,279,277,286,285,284,289,288,293,292,291,290,298,297,296,308,307,306,305,315,0,0,0,0,0,0,0,0
225,201,191,182,170,168,167,166,178,189,188,187,206,199,214,222,221,229,237,242,245,251,250,264,275,274,283,282,0,0,0,0,0,0,0
151,124,110,108,95,94,90,93,104,103,114,121,127,132,139,142,147,160,184,197,204,219,218,227,234,240,244,0,0,0,0,0,0,0,0
117,84,65,59,49,47,37,46,45,44,43,56,63,67,66,74,76,88,91,101,112,126,138,145,158,175,195,203,217,226,0,0,0,0,0
75,70,40,34,25,15,13,12,11,9,19,30,28,32,42,62,72,86,99,120,130,144,153,174,194,209,0,0,0,0,0,0,0,0,0
81,41,35,18,8,7,5,4,3,2,1,6,10,23,29,36,55,73,87,100,125,137,146,159,196,210,0,0,0,0,0,0,0,0,0
119,82,54,53,27,26,17,22,16,14,21,20,24,31,33,57,64,77,83,92,113,131,141,176,198,211,235,265,263,262,273,0,0,0,0
233,216,136,118,85,80,71,69,61,60,52,51,39,38,50,48,58,68,78,89,102,122,133,143,148,161,185,212,228,241,252,276,0,0,0
157,152,135,129,116,111,98,97,96,109,107,106,105,115,123,128,134,140,149,165,164,163,162,177,186,205,213,220,236,0,0,0,0,0,0
208,202,193,192,183,173,172,156,150,155,154,171,169,181,180,179,190,200,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
