442,495,513,551,568,567,566,565,563,547,546,540,529,518,504,499,475,474,466,446,433,401,383,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,520,544,548,556,564,555,554,562,553,545,517,508,509,497,487,463,457,444,438,427,399,379,346,331,0,0,0,0,0,0,0,0,0,0,0,0,0
373,396,430,440,460,493,505,510,530,539,538,537,535,534,533,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,428,435,458,468,477,492,489,488,486,485,473,484,472,471,465,464,462,445,418,398,387,378,355,326,302,275,256,236,186,0,0,0,0,0,0,0,0
390,395,405,412,411,421,420,419,410,409,408,407,403,402,400,382,371,356,347,341,321,301,273,255,235,220,206,197,198,167,159,160,576,574,572,573,0,0
363,362,360,359,358,350,357,349,348,342,338,332,310,303,286,274,262,244,234,219,205,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,364,318,311,306,305,292,289,287,278,277,276,269,268,237,227,221,196,174,166,158,147,146,135,126,127,0,0,0,0,0,0,0,0,0,0,0,0
366,293,281,260,251,228,214,210,200,189,188,182,162,148,136,129,128,120,113,108,107,106,96,95,97,98,0,0,0,0,0,0,0,0,0,0,0,0
308,264,216,202,169,163,138,133,132,115,114,90,77,72,62,46,45,43,33,42,40,39,53,60,70,75,0,0,0,0,0,0,0,0,0,0,0,0
324,266,230,192,176,153,151,121,116,101,86,79,78,65,64,35,27,22,6,14,3,5,11,19,25,32,41,71,0,0,0,0,0,0,0,0,0,0
284,248,204,154,142,124,103,89,88,73,59,58,51,28,18,9,7,1,2,4,13,12,20,30,44,61,0,0,0,0,0,0,0,0,0,0,0,0
328,290,241,232,177,164,144,118,111,94,82,74,69,68,38,52,29,24,23,10,17,8,16,15,21,26,31,34,54,571,0,0,0,0,0,0,0,0
309,285,261,250,226,211,180,178,173,145,125,119,112,105,104,93,81,80,67,66,57,56,50,49,37,36,48,47,55,63,76,0,0,0,0,0,0,0
330,314,296,243,233,218,212,195,184,179,172,165,157,156,155,143,134,123,122,117,110,102,87,85,84,83,92,91,100,99,109,575,0,0,0,0,0,0
376,369,354,337,320,315,300,295,291,272,271,267,254,253,249,242,240,231,217,203,194,193,171,170,152,150,149,141,140,139,137,131,130,0,0,0,0,0
397,394,393,381,377,367,353,345,344,340,329,325,319,313,312,299,283,265,247,246,229,225,215,201,191,183,168,0,0,0,0,0,0,0,0,0,0,0
437,432,456,455,454,453,452,451,443,431,426,417,416,406,392,386,380,375,374,352,343,336,323,307,294,282,263,259,252,239,224,209,190,175,0,0,0,0
481,480,470,469,461,450,449,441,436,429,425,415,391,372,365,339,335,317,298,280,258,238,223,208,187,0,0,0,0,0,0,0,0,0,0,0,0,0
482,483,496,507,515,527,526,524,523,532,522,521,512,503,502,494,479,459,448,434,423,414,384,361,334,322,297,279,257,0,0,0,0,0,0,0,0,0
506,514,525,552,561,560,570,569,559,558,557,550,549,543,542,531,519,501,500,478,467,439,413,389,368,351,333,327,316,304,288,270,245,222,199,0,0,0
