161,95,72,55,37,23,20,12,13,14,15,17,26,27,44,54,0,0,0,0,0,0,0,0,0,0,0,0,0
129,117,96,78,65,56,53,46,39,40,42,47,49,58,75,85,106,133,159,187,196,223,225,224,0,0,0,0,0
188,148,137,126,102,97,90,84,79,80,91,92,100,127,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,213,254,230,209,183,163,150,151,152,143,138,139,144,145,153,178,194,212,241,0,0,0,0,0,0,0,0,0
198,227,275,287,294,290,279,258,259,247,233,248,249,234,216,217,237,238,240,263,264,285,273,0,0,0,0,0,0
349,344,351,345,337,322,323,338,346,339,326,314,306,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,318,358,367,376,390,397,398,399,400,391,393,385,379,363,328,313,308,293,0,0,0,0,0,0,0,0,0,0
226,357,381,416,427,428,437,425,432,419,414,354,327,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,415,426,434,439,441,443,444,438,431,420,408,361,372,396,380,0,0,0,0,0,0,0,0,0,0,0,0,0
301,342,374,388,402,302,333,421,433,435,440,442,436,429,430,418,413,407,401,394,387,365,0,0,0,0,0,0,0
289,410,423,424,411,404,405,406,392,386,370,371,356,341,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,366,375,382,383,384,377,378,368,369,360,352,353,347,340,324,325,312,305,297,282,0,0,0,0,0,0,0,0
228,276,288,319,334,335,320,336,321,310,311,303,295,296,291,292,281,283,284,252,0,0,0,0,0,0,0,0,0
181,206,158,229,207,199,200,215,268,257,270,280,260,271,261,250,251,235,236,218,219,210,239,220,221,262,0,0,0
267,255,244,214,208,201,202,162,170,171,184,172,173,174,164,165,175,176,177,166,179,185,186,204,211,195,0,0,0
193,130,125,118,112,113,103,104,114,115,105,119,120,131,132,140,155,167,180,189,205,222,242,298,0,0,0,0,0
191,160,142,116,89,77,73,66,67,62,63,68,69,74,81,93,101,121,156,157,168,197,243,266,0,0,0,0,0
169,147,124,87,88,76,61,45,38,31,32,24,25,33,34,41,43,48,57,64,82,98,107,122,0,0,0,0,0
128,109,86,60,52,30,22,10,11,7,8,4,16,21,35,50,59,70,83,94,99,108,123,136,146,445,446,449,274
141,110,71,51,29,19,6,1,2,3,5,9,18,28,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
