311,195,170,150,111,89,83,66,59,56,50,49,48,47,53,57,73,79,0,0,0,0,0,0,0,0,0,0,0,0,0
275,255,202,182,181,164,127,116,110,104,94,103,93,101,100,92,106,114,125,132,152,175,0,0,0,0,0,0,0,0,0
287,267,234,212,188,167,163,158,156,148,147,155,154,153,160,176,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,309,307,296,289,279,278,265,264,263,251,250,237,249,246,245,205,225,199,206,216,217,218,200,219,207,0,0,0,0,0
365,358,354,353,349,347,346,337,333,327,326,332,320,314,271,302,270,293,259,243,244,236,232,226,227,228,0,0,0,0,0
341,340,330,397,359,401,395,399,413,412,421,410,409,398,387,386,384,378,367,356,336,325,313,303,294,260,261,247,248,262,272
323,373,391,402,422,431,443,451,457,456,450,447,442,432,429,419,408,393,383,368,352,319,304,0,0,0,0,0,0,0,0
436,453,461,471,470,469,468,463,458,449,448,437,433,430,420,394,379,362,321,0,0,0,0,0,0,0,0,0,0,0,0
417,445,455,462,467,466,465,464,460,459,452,438,434,425,411,388,380,363,345,284,0,0,0,0,0,0,0,0,0,0,0
392,405,428,441,446,444,454,440,439,435,426,414,400,389,385,381,369,357,348,338,328,315,305,0,0,0,0,0,0,0,0
407,406,418,424,404,423,415,416,403,396,390,382,372,364,355,350,339,329,316,306,295,285,277,0,0,0,0,0,0,0,0
344,371,377,376,375,374,370,366,361,360,351,342,334,322,310,308,298,297,290,286,280,273,266,252,239,238,0,0,0,0,0
335,331,324,318,312,299,291,288,282,281,274,254,253,240,235,233,230,221,220,211,210,209,208,229,0,0,0,0,0,0,0
343,301,292,283,276,269,242,241,231,223,222,213,203,197,196,190,189,183,180,179,178,169,168,166,177,187,194,0,0,0,0
258,224,191,184,173,159,143,139,138,130,129,122,121,120,128,136,135,142,149,157,162,186,0,0,0,0,0,0,0,0,0
215,174,151,131,113,112,97,90,84,78,77,69,68,76,75,74,82,88,95,109,115,119,134,141,161,0,0,0,0,0,0
268,257,198,144,91,72,51,45,37,36,30,29,28,34,33,41,55,65,87,102,108,118,140,146,0,0,0,0,0,0,0
204,172,124,71,62,44,25,17,16,9,8,7,6,13,23,21,32,40,54,64,81,86,99,117,133,145,192,193,0,0,0
214,165,123,96,70,61,43,35,15,14,3,2,1,5,4,20,27,31,46,52,58,63,80,85,98,107,126,472,473,0,0
300,256,171,137,105,67,60,42,24,12,22,11,10,19,18,26,39,38,0,0,0,0,0,0,0,0,0,0,0,0,0
