126,109,95,94,84,73,71,83,82,91,90,107,106,125,124,131,141,160,166,180,0,0,0,0,0,0,0,0,0,0,0,0
161,152,151,149,148,147,145,169,168,167,176,181,191,190,212,211,219,242,263,270,296,310,322,321,320,279,282,281,278,0,0,0
198,204,214,221,220,230,244,243,252,264,272,271,284,285,298,328,336,347,346,335,319,304,302,291,290,0,0,0,0,0,0,0
222,233,268,274,289,314,323,329,339,338,348,337,361,360,358,377,374,386,371,368,355,334,327,0,0,0,0,0,0,0,0,0
316,330,365,387,399,407,406,418,419,430,427,426,416,415,414,413,404,403,398,392,385,367,352,344,332,318,0,0,0,0,0,0
317,325,350,395,409,432,437,451,450,463,456,454,452,460,448,446,444,441,435,434,421,402,397,390,384,343,331,469,0,0,0,0
234,276,324,382,394,431,438,442,457,449,455,453,462,461,459,447,458,445,443,440,439,433,420,400,396,388,351,471,0,0,0,0
232,275,315,364,393,408,405,417,429,428,425,424,436,423,422,412,411,410,401,391,389,383,366,342,472,0,0,0,0,0,0,0
253,288,313,341,340,349,363,362,380,379,359,378,376,375,373,372,370,369,357,356,354,353,345,333,326,465,0,0,0,0,0,0
231,247,267,266,265,273,280,287,286,283,300,299,297,312,311,295,309,308,307,294,306,305,303,301,293,292,466,0,0,0,0,0
183,182,197,196,195,194,193,192,203,202,213,210,218,217,216,229,228,241,240,239,251,250,249,262,260,259,258,257,277,269,467,468
150,135,146,134,133,132,144,143,142,140,159,165,164,175,179,189,188,187,201,209,208,215,226,225,236,256,254,0,0,0,0,0
153,108,93,92,72,66,65,56,64,63,61,80,79,89,103,115,114,121,139,138,158,163,171,185,200,206,224,223,235,0,0,0
57,51,35,28,27,22,21,25,33,38,44,50,60,68,77,97,101,118,128,155,162,178,184,205,237,464,0,0,0,0,0,0
42,29,12,7,2,6,4,10,14,13,24,31,43,49,59,75,88,100,110,127,154,170,177,199,248,0,0,0,0,0,0,0
74,52,36,23,8,3,1,5,9,19,32,37,53,67,76,96,111,129,156,172,186,207,238,0,0,0,0,0,0,0,0,0
87,86,48,30,18,17,11,16,15,20,26,34,45,54,69,78,98,102,112,119,130,137,157,173,261,0,0,0,0,0,0,0
136,117,85,58,47,41,40,39,46,55,62,70,81,99,105,104,116,123,113,122,120,174,0,0,0,0,0,0,0,0,0,0
