312,298,265,233,197,166,151,128,112,92,83,72,48,42,41,35,19,12,0,0,0,0,0,0,0,0,0,0,0,0
332,305,271,245,214,165,150,117,110,90,81,45,39,26,25,18,11,8,4,2,1,3,5,15,22,23,33,37,66,0
389,378,359,344,315,278,252,212,180,155,139,126,103,86,80,55,38,34,17,10,9,7,6,0,0,0,0,0,0,0
365,338,296,264,223,203,202,191,184,153,124,107,100,77,67,53,32,20,29,27,28,30,31,36,43,0,0,0,0,0
376,360,350,329,294,257,236,230,217,209,188,183,162,145,123,98,75,63,64,49,50,51,52,65,76,467,468,0,0,0
391,369,357,337,314,276,262,248,227,208,187,159,160,129,106,94,95,96,97,469,0,0,0,0,0,0,0,0,0,0
406,430,424,418,404,395,381,374,352,342,317,310,288,268,246,225,206,181,158,144,136,130,131,122,0,0,0,0,0,0
449,448,433,416,413,402,399,386,390,384,380,363,348,334,324,300,282,260,226,207,186,177,161,152,470,0,0,0,0,0
438,452,463,462,446,434,428,422,410,401,385,373,356,349,335,313,292,275,242,222,200,473,0,0,0,0,0,0,0,0
439,454,451,464,447,461,460,445,423,415,403,387,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,455,453,450,436,435,417,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,458,457,440,456,437,429,419,405,396,375,319,302,285,269,249,229,182,0,0,0,0,0,0,0,0,0,0,0,0
443,442,426,425,414,412,397,388,377,364,358,343,330,320,295,286,263,250,231,210,189,178,471,472,0,0,0,0,0,0
431,459,432,427,420,407,392,382,370,361,353,351,339,331,321,304,289,277,258,237,218,201,190,169,0,0,0,0,0,0
421,408,398,383,371,366,354,336,325,322,311,297,290,279,270,259,251,238,224,211,195,179,170,154,146,137,0,0,0,0
400,394,372,355,346,333,326,316,306,287,280,272,253,239,232,219,213,196,192,171,163,148,138,132,115,114,0,0,0,0
362,379,368,347,328,323,309,299,281,273,255,240,220,215,198,193,185,173,172,164,149,140,133,125,116,108,102,101,85,99
367,327,291,267,241,234,205,194,174,167,156,142,141,127,118,109,104,89,88,87,79,78,70,69,68,0,0,0,0,0
393,341,308,274,235,221,199,176,168,143,134,120,119,105,91,82,71,62,61,60,59,58,57,56,54,44,0,0,0,0
345,340,307,266,254,216,204,175,157,135,121,113,47,46,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
