355,289,273,253,240,241,215,216,198,199,201,200,193,186,217,173,174,167,218,243,245,244,254,266,280,304,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,316,302,303,290,291,279,292,293,281,282,294,305,295,307,306,319,335,334,345,353,352,359,365,364,378,377,398,421,419,418,376,375,351,363,358,350,349,357,356,348,344,615,0
332,362,392,393,394,395,420,397,396,399,400,379,381,380,382,402,401,404,403,423,434,422,433,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,373,443,459,461,468,473,503,475,486,485,487,504,506,488,518,508,522,524,510,521,523,520,509,519,507,505,476,463,452,446,417,416,391,374,331,0,0,0,0,0,0,0,0
439,482,516,527,532,537,542,549,558,543,550,559,571,572,573,576,575,574,584,579,580,578,577,552,551,533,502,471,462,460,445,440,431,390,0,0,0,0,0,0,0,0,0,0
531,535,548,570,582,587,588,589,590,594,599,606,611,607,608,610,609,600,595,583,557,541,517,501,484,458,451,444,389,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,514,546,568,581,592,591,596,597,601,602,603,604,605,598,593,585,586,569,547,536,526,483,467,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,361,415,437,449,465,513,528,534,538,544,554,553,561,560,565,564,563,562,566,567,555,556,545,539,540,530,515,499,481,466,450,0,0,0,0,0,0,0,0,0,0,0,0
448,453,464,469,477,490,489,494,493,492,491,496,511,495,497,498,525,512,478,479,480,470,454,455,456,442,436,438,414,388,372,616,0,0,0,0,0,0,0,0,0,0,0,0
321,267,247,246,300,367,366,385,384,406,383,405,407,408,424,426,428,425,427,435,409,429,410,411,412,386,430,413,387,369,370,371,354,342,343,0,0,0,0,0,0,0,0,0
298,297,296,299,308,311,310,309,320,312,313,336,322,323,324,325,326,339,327,346,340,341,328,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,220,202,203,205,221,223,222,206,224,230,231,232,233,249,255,256,257,259,260,268,261,276,277,283,301,612,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,274,188,175,155,154,125,124,126,128,127,129,142,143,144,156,157,158,168,177,189,194,195,207,208,235,236,237,263,269,284,0,0,0,0,0,0,0,0,0,0,0,0,0
225,145,130,101,92,64,63,50,51,65,52,54,53,55,66,56,67,86,94,95,107,114,115,132,133,159,169,179,190,210,226,250,270,285,286,0,0,0,0,0,0,0,0,0
178,146,131,93,57,43,38,24,15,7,9,8,10,11,16,17,18,19,25,39,45,44,60,68,96,109,116,134,160,181,191,211,239,271,287,0,0,0,0,0,0,0,0,0
209,108,87,59,46,26,27,20,12,2,3,4,1,5,6,14,13,21,28,40,61,70,89,97,103,117,148,161,182,197,227,251,272,288,330,0,0,0,0,0,0,0,0,0
196,135,69,62,47,41,29,30,22,31,32,23,33,37,36,35,34,42,48,49,72,71,99,98,105,110,137,136,163,162,183,0,0,0,0,0,0,0,0,0,0,0,0,0
147,102,180,104,73,74,75,77,76,79,84,78,83,82,85,81,80,91,90,100,106,112,111,120,140,138,150,149,165,171,192,214,213,228,252,265,278,0,0,0,0,0,0,0
264,238,212,170,164,139,119,121,122,113,123,229,187,153,141,152,151,166,172,185,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
