239,261,291,302,328,353,366,375,384,396,400,406,405,415,413,412,411,422,423,420,421,0,0,0,0,0,0,0
177,214,240,275,292,329,360,387,401,408,418,425,432,437,436,443,442,435,434,433,430,403,391,404,398,379,371,336
233,262,286,311,368,389,402,409,429,441,440,446,445,444,439,438,431,424,416,399,393,392,381,380,355,337,326,0
184,191,234,247,276,313,350,369,376,397,410,419,428,427,426,417,407,395,394,383,382,373,0,0,0,0,0,0
220,248,277,294,312,317,342,354,367,388,386,385,374,365,364,359,356,352,0,0,0,0,0,0,0,0,0,0
152,164,185,204,219,246,267,293,310,330,341,340,348,347,346,345,343,338,327,0,0,0,0,0,0,0,0,0
117,118,124,141,151,163,178,183,199,213,232,256,255,266,285,284,290,301,300,309,308,307,0,0,0,0,0,0
135,116,111,81,80,87,86,93,103,115,134,145,162,181,211,231,237,254,264,274,283,0,0,0,0,0,0,0
150,85,59,44,54,49,48,47,58,68,72,79,84,97,123,133,148,168,198,210,222,229,252,272,0,0,0,0
40,31,24,23,17,22,27,34,39,53,67,75,91,100,122,144,161,175,197,209,228,245,0,0,0,0,0,0
29,16,9,7,6,5,11,14,21,33,43,52,57,70,90,106,113,131,147,160,179,195,0,0,0,0,0,0
28,15,8,4,3,2,1,10,12,19,32,41,62,66,69,83,96,109,127,143,157,167,189,202,0,0,0,0
114,26,13,20,18,25,30,35,45,50,60,64,74,82,95,99,112,126,137,154,173,194,207,225,260,251,0,0
46,38,37,36,42,51,56,55,61,65,63,73,77,88,94,104,125,136,146,165,188,201,217,224,243,0,0,0
76,71,78,89,92,98,105,108,107,119,130,129,142,153,159,171,186,200,216,223,242,258,271,281,0,0,0,0
102,101,110,121,120,128,138,156,155,166,172,187,193,192,205,206,215,221,235,241,249,257,268,280,297,305,298,0
140,132,139,158,174,180,196,208,218,227,226,244,250,259,263,270,269,279,278,287,295,296,303,304,314,323,0,0
176,203,230,236,253,273,282,288,299,306,315,325,335,334,333,332,331,320,318,319,321,322,324,0,0,0,0,0
149,169,190,212,238,265,289,316,339,344,358,357,363,362,372,370,377,378,0,0,0,0,0,0,0,0,0,0
