144,137,124,111,99,72,81,82,83,74,87,88,75,76,77,63,64,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,307,275,234,206,192,169,150,136,128,118,103,97,93,80,70,56,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,375,337,316,274,238,213,181,155,149,121,95,91,79,54,55,44,45,38,39,40,46,47,48,34,23,24,25,27,29,30,37,51,66,115,0,0,0,0,0
441,376,317,258,233,205,175,141,126,116,90,67,52,43,32,16,18,20,21,22,6,1,2,3,4,9,10,11,26,28,36,50,94,102,140,162,180,199,224,257
440,416,341,289,214,200,156,142,122,107,92,68,53,31,33,17,19,12,13,5,7,8,14,15,35,41,42,49,78,89,106,114,135,161,174,197,210,232,0,0
290,227,176,163,127,123,117,108,96,98,71,57,58,60,61,62,73,84,85,86,101,105,113,120,139,147,167,191,209,223,231,273,0,0,0,0,0,0,0,0
386,330,319,292,259,228,220,215,201,183,170,164,165,157,158,159,146,153,154,160,166,171,172,173,190,204,218,225,237,255,272,303,315,0,0,0,0,0,0,0
456,442,424,411,393,365,357,350,343,326,321,313,309,305,293,276,277,261,262,263,247,240,248,249,250,251,252,241,253,270,271,288,296,299,311,715,716,0,0,0
503,504,505,506,495,490,484,471,472,462,463,450,444,437,429,430,426,417,413,414,395,397,378,379,367,358,359,361,338,339,332,333,327,335,336,0,0,0,0,0
557,564,558,565,559,545,577,572,566,567,573,574,533,535,536,527,520,513,497,498,478,479,464,465,452,427,419,404,405,390,381,372,0,0,0,0,0,0,0,0
571,589,605,625,626,632,641,642,643,644,633,634,635,627,622,615,616,599,590,584,585,568,554,546,542,529,522,515,501,486,475,454,434,421,407,0,0,0,0,0
624,649,657,673,682,688,695,697,689,690,683,684,676,677,671,660,662,655,645,636,628,617,602,588,579,562,556,538,517,509,482,460,447,435,383,0,0,0,0,0
596,623,652,664,681,687,694,702,710,711,714,712,713,707,709,699,700,692,678,679,663,648,630,619,593,581,570,547,530,518,488,469,448,392,0,0,0,0,0,0
639,696,703,704,705,706,708,698,701,691,693,685,686,680,672,656,651,638,631,620,604,595,582,563,540,531,511,494,476,455,423,374,0,0,0,0,0,0,0,0
640,653,658,665,666,667,674,675,668,669,670,659,661,654,650,646,647,637,629,618,608,603,594,580,569,548,539,524,510,493,483,461,439,415,400,373,356,0,0,0
583,597,525,606,609,610,621,611,612,613,614,607,600,601,591,592,586,587,578,575,576,560,561,555,543,544,537,523,516,502,492,487,468,446,422,408,384,355,0,0
551,552,553,541,534,526,528,521,512,514,507,508,499,500,485,480,481,474,466,467,459,453,445,438,433,428,420,406,391,382,364,354,347,0,0,0,0,0,0,0
532,549,550,491,477,473,458,451,431,432,418,402,403,396,398,399,388,389,380,368,369,370,371,360,362,363,352,353,345,346,340,334,328,323,324,325,329,0,0,0
470,457,436,425,412,394,377,366,351,344,331,322,314,310,306,294,278,279,280,281,264,282,283,284,265,266,267,268,269,285,286,287,295,297,298,300,301,302,304,226
449,443,401,387,349,342,320,312,260,246,239,235,229,221,216,208,202,193,184,185,194,195,186,187,188,189,196,203,217,222,230,236,242,254,243,256,0,0,0,0
410,385,348,308,291,245,219,207,182,177,152,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,145,138,112,100,129,130,131,132,133,134,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
