313,259,229,183,148,111,84,67,54,39,27,20,19,9,8,7,6,5,14,13,0,0,0,0,0,0,0,0,0,0,0,0
306,277,247,218,188,164,133,124,83,71,66,60,45,38,37,36,35,34,32,30,42,46,62,73,96,127,126,114,115,116,117,138
320,291,252,222,197,172,158,128,122,95,82,81,80,79,78,77,75,74,91,98,118,0,0,0,0,0,0,0,0,0,0,0
348,347,360,326,301,266,258,239,238,208,196,180,179,161,156,155,154,140,153,139,152,151,150,136,135,137,0,0,0,0,0,0
345,324,311,299,287,274,273,264,244,236,235,226,213,206,200,186,185,176,175,166,167,168,463,464,465,0,0,0,0,0,0,0
388,382,381,375,367,357,353,342,337,322,309,285,282,262,242,225,205,204,192,193,184,466,0,0,0,0,0,0,0,0,0,0
340,380,383,397,409,414,419,418,412,411,403,395,390,372,363,351,330,317,295,270,254,232,219,212,0,0,0,0,0,0,0,0
425,437,441,448,447,445,444,439,429,416,402,398,370,362,336,316,294,280,261,255,0,0,0,0,0,0,0,0,0,0,0,0
426,449,453,462,457,456,452,438,435,428,417,410,399,385,371,352,331,307,296,281,233,0,0,0,0,0,0,0,0,0,0,0
443,455,459,461,460,458,446,436,430,423,405,404,391,373,356,341,332,308,297,284,271,469,0,0,0,0,0,0,0,0,0,0
434,433,451,450,454,442,440,432,431,424,413,406,400,396,386,374,364,354,343,323,310,298,283,263,249,234,468,0,0,0,0,0
422,427,421,420,415,408,401,392,387,377,376,359,358,344,338,333,318,303,286,272,256,243,227,214,194,467,0,0,0,0,0,0
369,394,393,389,384,379,378,368,365,355,346,339,325,319,312,300,288,275,265,257,245,237,220,215,207,0,0,0,0,0,0,0
366,361,349,334,327,321,305,302,290,289,276,267,251,250,246,240,228,221,216,201,195,178,177,170,169,0,0,0,0,0,0,0
328,350,335,329,315,314,292,278,253,248,223,217,209,203,202,198,187,182,181,171,163,162,157,146,145,144,143,142,141,0,0,0
293,269,241,224,210,189,173,165,147,134,129,123,110,109,108,107,106,105,104,103,102,121,101,120,119,132,0,0,0,0,0,0
279,231,199,190,160,149,125,112,85,72,68,61,53,52,51,50,44,49,48,59,58,65,70,76,93,92,99,0,0,0,0,0
260,211,191,159,113,87,69,56,41,29,28,23,22,21,18,17,16,15,26,33,25,31,43,47,57,64,63,0,0,0,0,0
268,230,174,130,86,55,40,24,12,11,10,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
