55,63,72,79,94,108,125,141,148,159,178,180,199,201,210,221,226,227,234,0,0,0,0,0,0,0,0,0,0
35,39,48,51,61,64,73,90,99,109,132,149,154,171,177,188,198,208,219,232,250,268,415,418,0,0,0,0,0
54,32,21,24,31,37,40,49,56,69,80,95,113,127,140,153,168,187,247,0,0,0,0,0,0,0,0,0,0
20,6,7,11,16,22,25,33,43,68,84,93,112,124,138,167,186,207,231,0,0,0,0,0,0,0,0,0,0
8,10,15,30,36,47,71,83,106,146,165,197,217,245,412,414,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,14,29,42,60,70,88,104,123,137,157,185,215,266,417,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,1,4,9,19,28,50,59,76,87,107,110,130,156,183,214,243,413,416,0,0,0,0,0,0,0,0,0
13,12,18,27,38,45,75,97,122,134,152,162,182,212,229,256,296,319,0,0,0,0,0,0,0,0,0,0,0
23,26,34,44,53,65,85,101,115,133,144,155,173,190,216,238,255,273,284,295,305,326,0,0,0,0,0,0,0
46,57,74,100,120,143,160,189,203,223,236,254,264,275,290,294,310,317,324,332,341,0,0,0,0,0,0,0,0
52,66,81,96,114,142,169,194,202,222,249,263,281,282,288,302,308,323,331,339,347,364,365,0,0,0,0,0,0
58,62,82,102,121,150,172,195,211,235,253,271,280,287,293,307,316,321,329,337,346,361,362,377,378,393,380,367,0
86,103,128,161,181,204,237,241,265,283,289,303,309,322,330,338,363,376,391,392,394,396,397,381,0,0,0,0,0
116,129,163,196,205,228,242,258,272,291,304,318,325,340,348,349,366,379,395,406,407,408,409,398,384,0,0,0,0
91,111,145,179,213,239,257,274,292,297,311,312,333,342,350,368,382,383,399,400,410,411,401,402,385,369,0,0,0
98,117,136,164,184,206,224,244,259,276,277,298,306,313,327,334,343,351,371,388,389,405,403,404,387,386,370,0,0
77,92,118,135,158,174,191,218,230,246,260,267,278,285,299,300,314,328,335,344,356,374,390,373,372,0,0,0,0
78,105,126,147,166,175,192,200,225,233,251,261,269,279,286,301,315,320,336,345,360,359,358,375,357,355,353,354,352
67,89,119,131,139,151,170,176,193,209,220,240,248,252,262,270,0,0,0,0,0,0,0,0,0,0,0,0,0
