460,471,486,514,526,527,528,529,530,515,505,487,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,397,398,412,413,424,425,426,427,428,429,430,431,414,415,399,400,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,125,149,163,198,213,232,246,267,280,291,305,322,323,324,325,326,327,328,329,307,308,270,292,293,281,309,282,294,283,284,295,296,297,310,311,333,330,331,345,371,334,335,667,669,673,672,0
52,69,70,86,97,116,143,159,164,180,188,215,225,234,248,249,250,269,237,217,218,202,203,192,193,219,204,205,220,221,227,238,263,275,286,666,0,0,0,0,0,0,0,0,0,0,0,0
96,51,21,12,13,14,22,25,39,44,45,72,90,112,134,135,120,136,121,122,129,137,139,153,175,176,197,208,229,243,255,276,287,288,660,670,668,0,0,0,0,0,0,0,0,0,0,0
33,36,37,38,42,48,59,80,110,128,145,152,166,189,200,236,168,119,113,83,74,76,64,66,68,78,93,95,103,131,132,148,161,162,184,0,0,0,0,0,0,0,0,0,0,0,0,0
20,8,2,1,3,4,7,16,18,30,34,50,82,117,91,73,63,75,55,65,67,77,84,94,102,124,140,155,177,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,35,31,19,11,9,5,6,10,15,17,23,29,40,49,99,147,118,100,101,92,114,115,123,130,138,154,183,207,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,24,26,27,28,41,43,60,81,89,111,146,167,190,201,191,169,170,160,171,172,173,174,182,194,195,196,228,239,242,656,657,663,658,659,665,671,0,0,0,0,0,0,0,0,0,0,0
46,47,53,54,71,79,87,88,98,109,127,144,151,165,181,216,235,251,252,253,254,258,259,260,261,262,271,272,273,274,285,298,299,312,313,662,0,0,0,0,0,0,0,0,0,0,0,0
85,105,106,107,126,142,133,150,158,179,199,214,224,233,241,247,268,306,342,343,344,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,674,0,0,0,0,0,0,0,0,0
141,156,178,187,212,223,231,245,257,266,290,304,319,320,321,340,341,350,374,376,396,441,458,442,459,461,464,472,473,465,474,466,448,444,449,432,433,416,417,0,0,0,0,0,0,0,0,0
209,240,265,278,316,317,318,348,372,383,384,390,405,406,407,421,437,438,439,440,502,513,541,557,558,578,559,560,543,561,544,531,516,517,506,489,490,467,450,434,0,0,0,0,0,0,0,0
256,315,347,380,419,420,446,455,480,481,493,494,495,496,497,498,499,482,483,485,575,586,596,621,622,623,624,625,626,627,608,610,589,590,562,563,532,507,475,676,679,0,0,0,0,0,0,0
314,336,401,435,452,468,510,511,538,549,550,568,569,584,571,574,554,556,539,524,501,604,631,612,637,648,650,651,644,646,641,628,629,616,617,591,580,545,534,0,0,0,0,0,0,0,0,0
289,379,451,477,491,508,535,547,565,593,602,594,603,583,585,573,553,555,523,500,470,576,595,632,649,653,654,655,652,647,642,636,619,600,579,533,476,445,0,0,0,0,0,0,0,0,0,0
185,300,346,418,478,509,536,537,548,566,567,581,582,570,572,551,552,522,512,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,277,337,402,403,436,453,454,479,492,519,520,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,525,577,588,598,606,607,614,615,609,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,186,210,211,230,244,279,302,303,338,339,349,382,385,391,392,393,394,386,387,373,375,351,352,353,377,503,540,587,597,613,633,638,639,643,645,640,634,630,618,611,601,592,564,546,518,678,677
264,301,332,381,389,404,447,456,469,457,422,423,409,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
