245,239,231,219,206,198,179,171,154,149,150,148,147,139,146,145,0,0,0,0,0,0,0,0
264,256,247,233,224,211,199,186,185,178,184,183,197,196,210,195,205,194,181,203,193,390,389,0
275,276,298,299,293,287,282,272,266,257,251,241,232,223,218,177,384,169,176,385,388,386,0,0
302,314,315,325,326,327,328,322,316,312,305,304,294,277,265,255,246,240,230,0,0,0,0,0
274,292,310,343,350,356,362,357,358,348,344,339,332,321,311,303,281,271,254,244,229,216,209,191
342,354,367,371,374,375,377,376,368,365,355,347,338,313,297,280,263,222,0,0,0,0,0,0
331,340,352,369,372,379,378,380,373,370,366,353,341,337,320,309,286,394,393,0,0,0,0,0
301,319,346,361,360,364,363,359,351,349,345,336,330,308,296,285,270,237,392,0,0,0,0,0
269,291,307,318,324,335,334,333,329,323,317,306,300,295,284,279,268,262,253,243,227,215,391,0
290,289,288,283,278,273,267,260,261,258,252,248,242,235,226,221,214,207,208,202,190,0,0,0
259,250,249,234,225,220,212,201,200,187,180,172,173,163,164,165,166,167,156,157,158,159,160,161
236,213,188,155,140,133,120,121,113,107,114,109,115,116,123,124,125,129,134,136,143,383,387,0
168,141,122,108,99,80,69,58,59,60,61,70,72,82,86,92,100,105,117,130,382,0,0,0
189,142,104,81,52,41,28,22,23,24,25,26,29,30,39,42,46,63,74,87,93,111,126,381
162,137,110,73,62,40,34,16,5,6,1,7,10,11,17,27,35,43,53,71,83,101,118,131
174,138,106,84,54,36,13,8,2,3,4,9,12,14,31,37,47,64,75,88,0,0,0,0
175,151,127,94,77,55,38,19,20,15,21,18,33,32,44,48,65,76,89,0,0,0,0,0
228,192,152,132,119,95,79,68,57,51,45,50,49,56,67,66,78,85,90,102,0,0,0,0
238,217,204,182,170,153,144,135,128,112,103,98,97,91,96,0,0,0,0,0,0,0,0,0
