220,249,264,299,316,331,345,357,363,373,372,371,370,369,361,355,348,0,0,0,0,0,0,0,0,0,0,0,0
150,170,188,221,248,276,295,306,315,314,323,339,329,338,321,313,303,293,263,239,238,237,218,226,245,244,252,251,0
149,162,180,212,240,246,257,275,274,273,272,255,292,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,105,119,95,97,112,118,129,154,167,179,187,203,210,219,228,208,201,200,199,253,262,236,0,0,0,0,0,0
76,80,90,104,117,116,128,139,145,153,160,159,166,178,184,183,198,197,207,217,0,0,0,0,0,0,0,0,0
130,81,63,21,46,19,44,41,61,68,78,85,93,102,101,126,143,157,173,182,190,195,432,0,0,0,0,0,0
69,48,20,18,45,42,40,12,35,33,9,7,30,65,64,84,109,124,142,152,165,430,0,0,0,0,0,0,0
47,17,16,14,1,37,34,32,6,31,57,5,27,25,52,73,96,132,428,0,0,0,0,0,0,0,0,0,0
62,43,39,36,67,59,58,56,55,54,53,4,3,2,22,50,72,87,99,114,427,0,0,0,0,0,0,0,0
123,15,13,11,10,8,29,28,26,24,23,51,49,71,70,82,91,106,121,136,426,429,0,0,0,0,0,0,0
38,60,66,75,77,83,89,88,92,100,107,113,120,131,135,140,163,176,0,0,0,0,0,0,0,0,0,0,0
79,86,94,103,110,115,125,133,138,137,141,151,156,155,164,172,171,175,181,189,192,193,431,0,0,0,0,0,0
108,111,122,144,158,174,177,191,196,194,206,216,215,214,213,225,224,223,222,231,232,233,234,0,0,0,0,0,0
134,146,161,185,202,209,227,241,254,271,270,269,284,291,282,281,280,279,278,277,266,265,259,260,243,0,0,0,0
186,229,256,294,308,320,319,337,328,336,343,335,334,333,332,326,317,309,307,300,296,289,267,250,0,0,0,0,0
211,242,286,304,322,344,354,360,368,380,379,386,378,376,375,365,358,351,341,325,310,301,290,261,0,0,0,0,0
148,147,168,204,247,287,349,356,387,398,411,415,409,413,406,395,390,383,374,352,346,327,311,0,0,0,0,0,0
205,258,305,340,362,388,392,412,418,424,423,422,421,414,407,396,384,366,353,342,318,0,0,0,0,0,0,0,0
298,330,364,381,394,405,404,420,419,425,417,416,410,408,397,385,377,367,359,347,312,302,283,268,0,0,0,0,0
169,230,288,324,350,382,389,393,403,401,402,400,399,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
