39,34,36,31,44,48,67,78,96,102,119,127,137,159,166,173,190,201,0,0,0,0,0,0,0,0
1,9,17,23,38,50,68,86,98,114,134,154,168,185,194,210,225,244,0,0,0,0,0,0,0,0
22,11,3,6,10,19,37,47,56,70,85,101,121,132,145,172,200,230,257,414,417,0,0,0,0,0
49,45,4,2,5,8,12,27,35,43,59,72,94,107,131,152,189,214,243,273,415,0,0,0,0,0
7,14,15,25,33,40,53,65,82,99,124,141,163,187,213,246,0,0,0,0,0,0,0,0,0,0
21,24,32,46,52,64,80,93,104,110,123,140,155,177,198,227,254,278,311,325,0,0,0,0,0,0
28,20,30,42,63,76,91,103,120,129,147,162,170,182,196,219,238,259,283,300,319,339,344,358,0,0
73,41,61,90,133,150,169,191,204,218,241,261,276,294,299,317,338,353,367,373,0,0,0,0,0,0
71,97,122,146,179,195,212,236,250,271,286,304,315,336,351,356,372,381,390,0,0,0,0,0,0,0
51,62,79,106,138,160,174,186,202,220,235,248,270,285,302,313,335,349,364,378,388,395,404,408,0,0
115,143,175,203,231,249,260,274,287,292,297,312,329,348,363,371,379,394,402,403,406,398,391,384,418,419
75,108,128,151,180,207,232,251,265,275,280,293,303,314,330,337,350,365,380,389,396,405,412,413,410,0
87,109,135,161,181,208,226,242,258,266,281,288,298,316,324,342,352,366,382,383,397,407,409,411,399,0
92,116,139,164,176,197,221,237,252,262,277,282,289,305,309,318,331,343,357,368,374,385,392,400,401,393
60,81,111,144,167,199,222,228,245,253,268,272,295,310,320,340,354,359,369,375,386,387,377,376,360,0
57,69,88,117,136,156,183,205,223,224,239,255,263,279,290,306,326,332,345,355,361,362,370,0,0,0
58,83,118,130,148,157,178,188,209,215,229,240,256,269,284,291,307,321,327,341,346,347,0,0,0,0
29,26,54,66,77,89,100,112,126,149,158,171,184,192,206,216,234,247,264,301,308,323,328,334,0,0
16,13,18,55,74,84,95,105,113,125,142,153,165,193,211,217,0,0,0,0,0,0,0,0,0,0
