313,293,279,261,247,228,215,190,176,167,152,139,125,111,93,75,0,0,0,0,0,0,0,0,0,0
340,308,282,252,232,208,184,168,149,131,116,94,81,66,49,41,33,31,24,23,12,20,0,0,0,0
335,322,289,271,249,219,185,163,142,118,95,77,56,45,38,28,25,14,13,0,0,0,0,0,0,0
320,294,280,253,225,197,179,158,133,112,96,79,57,43,34,29,26,16,8,3,10,1,0,0,0,0
343,281,264,239,201,196,171,150,132,107,87,78,61,42,39,27,17,9,6,4,11,0,0,0,0,0
314,290,263,238,216,195,177,157,136,117,106,86,67,50,37,32,15,7,5,2,18,0,0,0,0,0
341,328,309,299,288,262,235,224,207,183,162,148,120,102,76,55,36,30,22,21,19,0,0,0,0,0
356,360,346,332,319,301,287,268,260,242,223,211,194,170,147,124,101,74,60,48,44,40,35,0,0,0
365,359,342,333,300,286,278,266,241,214,188,160,129,110,92,80,72,54,47,53,64,0,0,0,0,0
379,375,369,345,327,312,297,276,251,231,213,199,178,156,138,122,91,70,0,0,0,0,0,0,0,0
378,374,364,357,344,326,306,270,250,222,210,192,166,145,135,105,0,0,0,0,0,0,0,0,0,0
381,372,363,349,337,324,311,291,274,255,245,230,212,198,182,151,97,0,0,0,0,0,0,0,0,0
380,366,347,329,316,302,283,258,236,220,202,180,164,143,126,108,89,0,0,0,0,0,0,0,0,0
376,367,348,336,323,315,295,272,257,243,226,209,191,172,153,137,103,82,63,62,0,0,0,0,0,0
377,373,368,350,330,310,303,284,273,254,244,229,203,181,165,144,121,104,83,68,0,0,0,0,0,0
362,370,371,361,351,338,325,304,285,269,256,237,221,204,186,169,154,134,119,98,88,73,65,52,51,58
354,353,352,358,339,321,307,296,275,265,248,233,217,205,187,173,155,140,127,113,99,84,0,0,0,0
331,317,298,277,259,240,227,206,193,174,159,141,128,123,114,109,100,90,85,71,69,59,46,0,0,0
334,318,292,267,246,234,218,200,189,175,161,146,130,115,0,0,0,0,0,0,0,0,0,0,0,0
