362,368,372,379,386,378,365,350,338,328,316,308,301,391,0,0,0,0,0,0,0,0,0,0,0
332,340,345,355,361,360,359,358,367,357,353,339,337,330,317,302,292,280,273,254,237,0,0,0,0
286,298,320,325,324,323,318,311,305,304,293,274,263,251,230,217,191,186,178,173,155,148,147,0,0
295,294,288,285,287,284,282,281,275,270,256,246,231,211,192,0,0,0,0,0,0,0,0,0,0
265,261,257,252,240,238,232,222,219,204,212,199,193,179,168,156,149,140,128,127,0,0,0,0,0
233,213,195,181,169,163,162,158,143,142,135,129,121,111,110,103,102,100,0,0,0,0,0,0,0
225,226,207,182,170,136,122,118,113,95,94,88,87,84,81,78,77,76,75,74,73,72,92,0,0
164,144,123,96,90,85,68,67,57,49,42,37,35,26,24,34,33,32,45,53,0,0,0,0,0
206,174,131,117,89,56,43,48,41,27,14,13,12,8,7,6,4,10,17,23,52,0,0,0,0
205,180,130,93,82,83,36,47,11,25,18,5,1,3,2,9,16,15,19,40,51,0,0,0,0
188,157,112,104,66,65,64,54,46,31,30,22,21,20,29,28,39,38,44,50,0,0,0,0,0
264,247,218,194,161,141,134,116,115,109,101,86,80,79,63,62,55,61,60,59,58,69,70,71,91
203,202,187,172,167,154,139,138,126,125,120,114,108,107,105,106,97,98,99,0,0,0,0,0,0
269,255,245,236,229,221,216,215,201,198,197,190,184,177,165,159,151,150,145,146,137,132,124,119,0
303,297,291,279,272,268,262,260,250,249,242,234,228,223,214,208,196,183,175,171,160,152,0,0,0
329,322,321,310,314,306,300,290,278,271,266,258,241,239,227,220,209,189,176,166,153,133,0,0,0
352,351,349,348,342,333,326,312,299,289,276,267,259,248,235,224,210,200,185,0,0,0,0,0,0
366,377,380,370,375,369,363,346,341,327,309,296,283,277,253,390,389,0,0,0,0,0,0,0,0
344,354,371,385,383,374,356,343,334,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,382,387,384,381,376,364,347,335,315,307,244,243,388,0,0,0,0,0,0,0,0,0,0,0
