71,56,41,29,21,13,12,11,16,23,32,43,58,65,79,99,127,141,154,169,189,201,0,0,0,0,0,0
118,109,89,64,51,46,36,45,44,54,60,73,83,94,110,128,142,159,183,196,211,210,219,228,255,0,0,0
132,124,112,98,88,87,86,93,92,96,95,102,114,119,129,143,156,171,184,203,221,229,246,256,263,287,297,298
123,136,134,146,144,149,153,152,162,161,174,173,186,193,198,214,223,237,248,258,265,264,283,288,0,0,0,0
175,181,195,206,216,241,239,250,260,270,269,268,276,275,285,289,294,302,301,299,314,313,312,321,0,0,0,0
177,176,209,232,251,281,292,296,311,318,325,330,340,353,351,350,356,347,346,345,344,343,331,327,0,0,0,0
254,252,293,317,326,354,364,367,376,375,394,393,412,411,410,409,407,405,398,392,379,370,361,0,0,0,0,0
244,271,320,355,359,377,388,416,415,431,430,438,437,441,436,434,428,419,400,395,378,0,0,0,0,0,0,0
360,389,418,417,432,444,443,442,440,439,435,433,427,426,401,399,390,369,0,0,0,0,0,0,0,0,0,0
253,319,358,368,387,414,413,425,424,423,429,422,421,408,420,406,404,403,402,397,396,391,0,0,0,0,0,0
158,200,208,217,282,316,342,341,357,363,366,374,386,385,373,384,383,382,381,380,372,371,365,362,0,0,0,0
165,207,226,242,262,286,310,315,324,323,329,328,339,352,338,349,337,348,336,335,334,333,332,322,447,0,0,0
168,180,188,199,215,225,240,261,280,279,277,291,290,295,309,308,307,306,305,304,303,300,0,0,0,0,0,0
131,130,135,140,145,164,163,179,187,194,205,224,231,230,238,249,259,267,266,274,273,0,0,0,0,0,0,0
105,104,97,103,111,115,120,122,133,139,148,157,160,172,185,192,204,213,222,236,247,272,0,0,0,0,0,0
106,77,63,55,62,68,70,74,84,101,108,117,121,126,138,151,155,167,178,191,197,212,220,235,257,284,0,0
81,78,52,37,28,27,24,26,33,40,50,59,69,82,100,116,125,137,147,150,166,170,182,190,202,234,0,0
53,47,34,17,14,7,6,10,20,22,31,39,49,66,91,107,0,0,0,0,0,0,0,0,0,0,0,0
42,30,18,15,4,3,2,1,5,9,8,19,25,35,38,48,57,72,90,0,0,0,0,0,0,0,0,0
