302,287,282,267,259,236,227,214,191,183,168,162,153,147,137,138,139,0,0,0,0,0,0,0,0,0,0,0
347,341,333,319,304,293,283,269,252,238,228,221,215,193,194,196,185,197,208,207,0,0,0,0,0,0,0,0
363,382,373,367,365,353,345,330,321,312,295,285,276,272,254,247,239,230,206,223,195,171,177,130,0,0,0,0
381,407,403,404,399,390,377,369,358,356,348,336,325,322,305,296,277,261,246,205,192,170,154,0,0,0,0,0
395,424,425,419,416,410,401,391,379,370,359,346,331,313,291,271,253,229,222,204,184,169,0,0,0,0,0,0
438,441,440,432,433,420,417,411,402,393,378,355,335,311,290,260,245,220,203,161,145,0,0,0,0,0,0,0
418,436,446,448,450,449,442,439,426,409,400,384,368,354,334,320,294,284,270,244,202,0,0,0,0,0,0,0
431,435,443,444,445,447,437,423,415,408,398,383,374,357,342,310,289,268,237,190,167,0,0,0,0,0,0,0
421,427,428,434,429,430,422,414,396,397,389,376,364,352,340,324,303,288,275,235,189,0,0,0,0,0,0,0
413,412,405,406,394,392,388,372,362,351,339,329,318,300,281,258,243,213,176,0,0,0,0,0,0,0,0,0
360,387,386,385,380,375,371,366,361,350,338,327,316,308,299,279,266,250,234,226,212,201,181,159,152,0,0,0
349,343,332,323,307,301,298,286,264,257,249,233,218,210,200,179,175,166,158,151,143,135,136,0,0,0,0,0
337,326,306,297,278,255,241,224,199,187,178,174,165,157,149,142,134,124,121,115,106,108,109,116,126,0,0,0
314,292,273,262,240,231,216,186,172,156,140,133,118,114,104,96,97,87,89,81,82,83,85,90,99,0,0,0
263,232,198,163,131,123,112,103,86,79,80,67,53,55,56,57,43,45,59,60,68,74,91,0,0,0,0,0
315,256,217,164,132,113,78,66,52,37,25,26,17,19,27,28,30,32,40,46,62,75,92,0,0,0,0,0
248,209,173,141,119,95,71,54,42,38,16,18,2,3,4,5,6,7,21,33,41,47,64,76,93,0,0,0
328,265,225,188,148,120,105,88,72,58,44,39,29,31,20,8,9,10,11,22,34,50,65,77,94,129,146,0
344,317,280,242,211,180,150,125,107,98,84,73,69,61,63,48,49,35,23,13,12,15,14,24,36,51,70,451
309,274,251,219,182,160,144,127,128,117,110,111,101,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
