98,105,113,120,130,138,149,162,180,184,194,202,216,222,234,244,252,265,269,283,288,303,323,335,357,384,358,359,360,361,362,363,364,377
141,154,167,182,197,218,229,238,247,258,266,276,289,298,297,309,318,324,325,340,371,383,0,0,0,0,0,0,0,0,0,0,0,0
185,220,249,277,304,311,326,336,347,346,365,376,385,387,407,414,417,399,388,415,423,424,389,390,391,392,401,416,0,0,0,0,0,0
115,155,242,254,280,307,337,366,373,394,393,408,418,426,441,451,449,447,448,454,450,440,434,425,427,0,0,0,0,0,0,0,0,0
273,313,332,368,379,403,412,419,430,444,443,457,462,468,467,475,474,473,465,460,455,452,0,0,0,0,0,0,0,0,0,0,0,0
168,214,274,315,327,351,355,396,405,420,439,438,458,472,478,481,480,479,477,476,466,461,0,0,0,0,0,0,0,0,0,0,0,0
116,135,170,198,225,264,286,317,370,380,381,398,413,433,432,446,459,464,471,470,469,463,456,453,428,0,0,0,0,0,0,0,0,0
126,166,176,208,251,268,293,302,322,329,345,356,382,397,406,421,431,437,436,445,442,435,429,0,0,0,0,0,0,0,0,0,0,0
136,147,172,183,209,232,256,267,282,287,301,316,328,334,344,352,369,386,395,404,411,410,409,0,0,0,0,0,0,0,0,0,0,0
90,103,117,133,151,171,177,192,199,215,226,243,250,263,281,308,314,321,333,339,350,354,367,375,378,0,0,0,0,0,0,0,0,0
63,64,69,72,73,91,94,107,110,127,146,156,169,191,201,213,237,255,272,296,300,312,320,331,338,349,374,0,0,0,0,0,0,0
36,38,43,55,68,78,89,100,106,125,132,145,165,190,212,224,241,262,279,292,306,319,330,0,0,0,0,0,0,0,0,0,0,0
42,17,13,14,22,24,35,41,54,71,85,99,114,131,150,175,189,207,231,240,261,278,291,305,353,372,402,0,0,0,0,0,0,0
7,4,10,9,21,27,40,47,53,62,77,97,104,121,140,164,188,206,230,248,271,290,0,0,0,0,0,0,0,0,0,0,0,0
58,51,11,6,3,2,1,5,8,19,23,34,37,45,56,67,76,82,96,119,139,158,174,196,219,236,260,285,299,0,0,0,0,0
20,16,12,15,18,25,32,39,49,61,75,87,109,124,144,163,181,187,205,223,239,259,284,295,0,0,0,0,0,0,0,0,0,0
31,30,29,28,26,33,44,48,59,65,81,93,95,112,122,134,153,161,179,195,204,211,217,228,235,246,253,270,310,341,342,343,348,0
57,50,46,52,60,66,70,74,80,79,86,92,101,111,128,142,148,160,178,193,203,227,0,0,0,0,0,0,0,0,0,0,0,0
84,83,88,102,108,118,123,129,137,143,152,157,159,173,186,200,210,221,233,245,257,275,294,0,0,0,0,0,0,0,0,0,0,0
