221,213,209,203,185,181,173,175,164,165,166,167,176,177,182,187,198,205,0,0,0,0,0,0,0,0
268,269,263,255,256,243,238,234,223,224,219,220,225,235,239,244,245,226,227,228,217,0,0,0,0,0
276,319,332,320,327,322,323,314,315,309,306,300,288,289,290,291,257,279,280,247,259,249,229,230,0,0
318,353,360,368,369,370,362,363,358,355,349,339,328,324,310,302,281,272,260,252,236,231,240,0,0,0
275,308,377,384,394,398,399,395,391,392,380,374,364,350,329,311,303,292,273,0,0,0,0,0,0,0
267,299,338,376,389,397,403,406,407,405,396,388,375,366,351,336,317,305,274,242,0,0,0,0,0,0
352,367,378,390,400,404,401,408,402,393,383,372,357,347,330,313,294,261,0,0,0,0,0,0,0,0
331,342,354,361,373,379,385,387,381,382,371,365,356,346,337,326,307,298,262,0,0,0,0,0,0,0
321,333,334,343,344,348,345,340,341,335,325,316,312,304,297,293,282,266,0,0,0,0,0,0,0,0
277,278,283,284,295,285,296,286,287,270,271,264,265,258,246,248,250,251,253,254,241,237,0,0,0,0
232,233,222,214,215,216,210,204,197,193,188,189,190,191,194,195,196,199,200,206,207,212,218,0,0,0
186,174,161,154,144,145,137,127,139,128,129,130,140,146,147,151,159,163,169,180,192,201,0,0,0,0
202,157,136,121,104,95,75,51,53,32,54,57,68,70,88,90,101,118,132,148,155,170,183,0,0,0
135,108,94,74,63,12,17,20,27,30,1,35,38,40,42,44,60,71,79,92,102,119,133,152,160,179
97,80,6,9,13,15,2,22,25,28,3,36,4,39,43,45,61,78,91,107,124,142,168,0,0,0
134,98,46,5,48,10,14,16,19,21,26,29,33,37,56,41,59,77,89,106,117,141,162,0,0,0
111,93,72,47,7,8,11,50,18,23,24,52,31,34,55,58,69,84,100,110,131,150,158,178,211,0
171,153,149,125,112,99,81,73,62,49,64,65,66,67,76,82,83,85,86,87,96,105,116,409,410,0
208,184,172,156,143,126,120,103,113,109,114,115,122,123,138,0,0,0,0,0,0,0,0,0,0,0
