155,138,114,80,36,32,70,68,66,64,21,18,16,14,12,49,45,76,40,0,0,0,0,0,0,0,0,0,0,0
222,195,156,124,86,38,35,33,79,69,67,27,63,62,24,58,19,15,51,48,44,41,7,104,119,129,128,133,139,180
231,194,154,132,87,37,34,2,31,30,29,28,26,61,20,17,1,47,42,75,74,90,103,108,117,126,0,0,0,0
267,247,221,206,193,170,137,131,123,112,100,98,97,96,95,94,85,105,109,120,143,142,152,151,150,141,149,172,197,208
268,297,318,312,305,290,266,260,245,239,229,214,213,212,203,192,177,176,182,181,190,189,188,187,186,185,0,0,0,0
367,366,365,358,352,345,341,328,327,317,309,303,295,280,278,274,257,250,243,242,235,234,227,226,225,216,0,0,0,0
410,416,427,426,425,424,423,422,421,408,400,399,390,386,381,377,362,350,333,324,307,293,277,263,262,255,0,0,0,0
439,459,463,472,470,469,468,467,462,451,445,438,419,404,384,376,360,348,332,314,300,285,270,254,0,0,0,0,0,0
296,330,371,393,428,447,473,487,497,495,494,492,489,484,483,479,474,461,454,450,443,429,411,395,382,374,354,337,320,292
433,464,496,493,498,491,490,488,481,477,476,465,448,440,418,402,387,378,372,359,346,336,319,291,0,0,0,0,0,0
409,446,458,471,480,486,485,482,478,475,466,460,453,449,442,434,417,394,388,379,373,353,342,331,313,298,0,0,0,0
432,452,457,456,455,444,441,436,435,430,412,403,396,383,375,368,355,347,343,338,321,306,299,284,269,0,0,0,0,0
370,392,401,415,407,414,406,413,405,398,389,385,380,369,361,349,339,322,315,301,287,286,271,261,253,248,0,0,0,0
357,356,351,344,340,326,325,316,308,302,294,288,273,272,256,249,241,233,224,232,223,0,0,0,0,0,0,0,0,0
283,311,335,334,329,364,363,310,304,289,279,275,264,259,258,251,244,237,236,228,219,218,217,210,209,202,201,200,0,0
282,265,252,238,220,211,198,191,183,175,167,166,165,164,163,162,161,160,159,158,157,174,173,179,196,199,207,0,0,0
246,230,204,168,153,136,130,121,106,93,84,83,82,81,92,91,89,102,118,127,135,134,140,148,178,0,0,0,0,0
205,169,122,111,99,77,60,59,57,55,13,52,11,10,9,5,4,39,73,88,101,107,116,115,125,147,171,0,0,0
240,215,184,146,113,72,71,78,65,25,23,22,56,54,53,50,46,43,8,6,3,0,0,0,0,0,0,0,0,0
