406,390,391,392,381,365,366,363,343,323,324,318,307,308,309,310,319,325,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,435,453,452,450,458,446,447,448,449,451,439,440,441,434,429,421,412,400,401,393,394,382,368,369,370,371,372,373,383,384,375,358,348,340,287,280,568
462,473,485,493,502,503,512,511,513,504,505,506,494,495,486,482,474,475,463,464,454,442,436,432,426,417,407,402,395,376,0,0,0,0,0,0,0,0
431,487,496,514,523,533,537,542,543,544,545,546,538,534,535,529,519,520,507,500,490,491,483,460,437,419,403,377,359,349,0,0,0,0,0,0,0,0
550,557,563,564,565,566,558,551,547,540,530,524,516,501,489,467,443,427,408,385,360,350,328,281,567,0,0,0,0,0,0,0,0,0,0,0,0,0
536,539,548,552,553,559,560,561,562,554,555,556,549,541,531,532,526,498,484,469,444,420,410,396,355,0,0,0,0,0,0,0,0,0,0,0,0,0
476,488,497,508,509,515,521,525,527,528,522,517,518,510,499,492,481,456,438,424,405,388,356,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,465,466,477,478,479,480,468,470,471,472,461,455,457,445,428,425,415,411,399,380,362,351,341,329,313,298,0,0,0,0,0,0,0,0,0,0,0
416,422,423,418,413,414,409,404,397,398,386,387,389,378,379,361,357,352,353,342,330,314,304,301,295,289,283,0,0,0,0,0,0,0,0,0,0,0
326,344,374,320,347,321,334,335,327,322,311,312,299,300,294,290,291,284,277,273,272,271,266,265,261,260,259,258,270,282,288,0,0,0,0,0,0,0
279,263,264,250,251,243,236,224,225,226,207,208,209,210,211,212,213,214,216,218,215,217,229,227,228,239,238,244,246,0,0,0,0,0,0,0,0,0
257,221,194,186,152,146,141,128,129,130,121,104,105,106,107,108,109,110,123,124,132,139,143,149,153,162,171,191,190,203,206,237,0,0,0,0,0,0
220,156,118,79,62,56,57,51,52,41,42,43,37,44,53,65,66,72,78,82,83,93,94,101,122,138,142,161,170,202,223,0,0,0,0,0,0,0
150,113,85,75,49,30,22,18,14,15,6,7,8,9,16,17,20,24,36,40,58,59,64,71,81,92,103,131,148,160,189,0,0,0,0,0,0,0
232,178,133,74,60,34,26,21,10,11,1,2,3,4,5,12,13,19,23,31,39,50,63,70,77,80,100,120,137,147,169,196,0,0,0,0,0,0
199,155,126,112,73,67,45,46,32,33,25,27,28,29,35,38,47,48,54,55,61,68,69,76,86,99,119,136,145,168,188,205,233,242,234,235,0,0
275,248,231,172,154,144,125,111,95,96,87,88,84,89,90,91,97,98,102,114,115,116,117,127,134,135,140,151,159,187,201,222,241,245,293,0,0,0
297,285,274,252,247,240,230,219,204,197,198,192,173,174,175,176,177,163,179,180,181,182,183,193,184,185,164,165,157,158,166,167,195,200,0,0,0,0
346,367,364,354,336,331,316,315,305,302,303,296,292,286,278,276,267,268,262,253,254,249,255,256,269,0,0,0,0,0,0,0,0,0,0,0,0,0
