282,283,284,273,274,275,266,268,269,258,248,249,250,240,231,221,207,189,166,0,0,0,0,0,0,0,0
228,230,218,219,220,205,206,199,178,172,153,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,185,170,171,165,158,151,152,146,132,109,93,114,110,77,118,102,119,103,123,104,111,134,0,0,0,0
272,237,193,150,139,135,121,116,113,107,99,100,92,71,60,61,55,62,69,73,78,88,89,105,0,0,0
236,197,160,156,112,91,84,57,53,48,39,36,32,27,37,38,42,50,56,63,74,80,95,0,0,0,0
247,203,164,120,97,75,46,25,20,12,13,7,8,4,9,15,28,33,44,65,82,0,0,0,0,0,0
246,215,115,83,52,34,19,11,6,2,3,1,5,10,16,24,29,45,81,0,0,0,0,0,0,0,0
235,216,177,143,128,98,67,47,31,26,21,22,17,14,18,23,30,64,0,0,0,0,0,0,0,0,0
144,129,106,76,70,68,58,59,54,49,40,41,43,51,66,79,0,0,0,0,0,0,0,0,0,0,0
181,213,184,169,157,145,136,130,131,122,117,108,101,94,85,86,87,90,96,0,0,0,0,0,0,0,0
238,239,229,217,204,198,186,187,188,179,173,161,162,147,140,138,133,124,125,126,127,0,0,0,0,0,0
309,320,291,292,293,285,276,267,257,259,261,253,251,232,222,208,194,190,174,167,159,154,149,141,418,0,0
350,332,334,341,338,325,321,310,311,302,303,286,278,254,242,224,209,195,180,168,0,0,0,0,0,0,0
363,376,377,379,384,368,369,358,347,343,323,308,298,288,262,252,233,214,201,192,176,163,0,0,0,0,0
361,362,383,391,402,408,403,404,399,389,381,371,353,345,315,305,289,264,245,227,202,0,0,0,0,0,0
359,382,394,406,411,414,416,417,413,410,400,401,386,373,355,340,317,300,281,244,212,191,0,0,0,0,0
407,412,415,409,405,393,385,372,354,348,339,316,299,290,265,234,211,0,0,0,0,0,0,0,0,0,0
346,374,387,395,396,397,398,392,388,380,370,352,344,331,314,304,296,280,256,226,200,175,155,419,420,0,0
318,349,356,364,375,365,378,366,367,360,357,351,342,329,330,313,307,295,287,279,271,263,255,243,225,210,196
319,324,333,335,336,337,326,322,306,297,294,277,270,241,0,0,0,0,0,0,0,0,0,0,0,0,0
