326,332,331,345,344,365,364,374,363,362,361,360,359,358,357,356,355,354,353,373,377,385,394,0,0,0,0,0,0,0,0
366,375,386,389,395,417,416,415,414,434,433,411,403,402,401,400,399,410,427,426,0,0,0,0,0,0,0,0,0,0,0
295,306,324,336,376,396,418,436,483,495,494,492,478,489,474,472,487,486,465,462,457,484,451,447,437,409,393,369,339,0,0
380,379,405,443,482,481,491,490,477,473,471,468,466,460,459,455,450,446,422,408,392,383,0,0,0,0,0,0,0,0,0
323,335,442,441,493,480,476,470,467,464,463,458,439,453,452,448,444,420,406,391,382,346,320,0,0,0,0,0,0,0,0
435,440,479,488,475,496,469,485,461,456,454,449,445,419,397,387,333,311,0,0,0,0,0,0,0,0,0,0,0,0,0
330,343,378,388,404,413,412,432,431,430,429,428,438,425,424,423,421,407,390,338,381,367,0,0,0,0,0,0,0,0,0
243,294,316,325,329,328,342,341,340,352,351,350,349,372,371,348,368,347,337,334,327,319,0,0,0,0,0,0,0,0,0
317,262,261,271,270,260,269,268,267,278,277,276,284,283,282,281,289,297,296,307,313,312,310,0,0,0,0,0,0,0,0
205,197,183,182,171,169,168,179,178,188,187,194,201,206,211,221,220,231,254,264,273,280,286,0,0,0,0,0,0,0,0
163,145,136,120,109,99,93,98,97,105,118,123,130,134,143,142,155,185,199,209,214,224,244,253,499,0,0,0,0,0,0
230,112,110,79,63,62,54,46,42,41,44,52,60,71,70,77,85,91,95,116,127,137,147,153,176,184,198,208,219,0,0
81,65,56,33,27,17,15,9,12,11,21,26,32,36,40,43,59,68,83,88,114,133,146,152,175,191,0,0,0,0,0
113,82,57,35,25,8,7,5,4,3,2,1,6,10,20,28,31,39,50,69,84,89,115,126,141,154,177,0,0,0,0
174,58,34,24,19,18,16,14,13,23,22,30,29,38,37,51,66,76,75,90,117,128,138,149,166,192,0,0,0,0,0
104,87,80,74,64,55,49,48,47,45,53,61,67,73,72,78,86,92,96,122,129,139,150,167,193,210,498,497,246,245,0
132,125,121,111,103,102,101,94,100,108,107,106,119,124,131,135,140,144,148,151,156,186,200,215,0,0,0,0,0,0,0
165,173,164,162,161,160,159,158,157,172,170,181,180,190,189,196,195,204,203,202,207,213,212,216,225,232,247,318,322,314,321
218,217,223,222,229,228,227,226,242,241,240,239,238,237,251,250,259,258,266,257,249,236,235,234,233,248,256,265,255,275,274
263,252,272,279,285,288,287,293,292,305,304,291,303,290,302,301,300,299,309,298,308,315,0,0,0,0,0,0,0,0,0
