117,137,116,107,98,93,79,78,77,82,81,80,83,92,84,85,0,0,0,0,0,0,0,0,0,0
118,109,99,86,70,65,48,39,38,34,33,37,45,44,52,46,47,53,54,49,40,50,56,71,94,100
111,95,57,41,31,23,16,15,9,8,7,6,14,21,22,30,35,55,72,108,417,0,0,0,0,0
112,89,59,36,27,13,12,4,3,2,1,5,11,10,26,42,58,73,87,101,110,0,0,0,0,0
152,153,102,75,60,43,29,25,20,19,18,17,24,28,32,51,66,88,96,104,113,419,0,0,0,0
146,124,115,106,103,91,76,69,64,63,62,61,67,68,74,90,97,105,114,119,0,0,0,0,0,0
187,180,158,156,154,151,147,142,141,140,127,126,125,122,121,120,123,139,138,145,150,0,0,0,0,0
257,216,229,238,230,217,218,219,209,203,191,190,189,188,181,166,179,178,177,176,175,420,418,0,0,0
295,296,307,308,309,310,297,287,281,280,279,271,270,258,245,244,237,228,227,215,214,208,0,0,0,0
330,355,366,367,356,357,349,342,336,331,324,306,294,293,286,278,269,265,256,243,226,0,0,0,0,0
348,364,382,391,398,399,392,385,384,383,378,374,365,354,341,335,323,316,305,292,285,277,264,236,0,0
329,340,377,397,410,416,415,409,408,411,405,396,390,381,373,363,347,339,328,322,304,291,276,263,235,0
353,380,388,404,407,413,414,412,406,403,395,389,376,362,346,338,334,327,315,303,284,268,255,0,0,0
207,254,352,372,375,387,394,400,402,401,393,386,379,371,361,345,333,326,321,302,290,275,267,253,234,0
332,344,360,370,369,368,359,358,351,350,343,337,325,314,301,289,273,274,262,242,225,0,0,0,0,0
283,300,313,320,319,318,317,311,312,298,299,288,282,272,266,260,261,241,233,224,205,202,198,0,0,0
252,251,259,250,249,248,247,246,240,239,231,232,220,221,222,210,223,211,212,213,204,201,197,186,164,0
206,200,199,192,183,182,171,170,169,168,167,159,160,161,162,172,173,184,185,193,194,195,196,174,0,0
165,163,157,155,148,143,135,133,130,129,128,132,131,134,136,144,149,0,0,0,0,0,0,0,0,0
