293,317,325,326,327,328,318,319,320,321,312,309,303,301,297,288,298,0,0,0,0,0,0,0,0,0,0,0,0
323,336,346,355,367,360,368,361,362,356,351,352,344,338,329,330,332,0,0,0,0,0,0,0,0,0,0,0,0
359,375,385,387,391,394,396,397,388,381,372,369,370,353,345,334,307,306,291,292,267,428,427,426,0,0,0,0,0
335,377,383,399,407,408,412,409,414,416,411,405,400,402,398,389,382,364,354,333,310,290,0,0,0,0,0,0,0
322,340,366,365,373,384,403,413,415,410,404,406,401,376,363,331,315,305,289,0,0,0,0,0,0,0,0,0,0
341,358,374,378,386,390,392,393,395,379,380,371,339,314,302,284,0,0,0,0,0,0,0,0,0,0,0,0,0
311,299,300,308,316,324,342,347,348,349,350,343,337,313,304,287,277,263,253,0,0,0,0,0,0,0,0,0,0
269,270,271,278,279,280,285,286,272,273,274,275,268,265,261,256,248,241,238,226,0,0,0,0,0,0,0,0,0
231,249,245,242,239,232,234,228,229,221,222,223,224,220,214,215,209,210,211,203,212,204,206,423,0,0,0,0,0
217,201,179,171,164,159,147,148,149,140,142,143,144,151,152,153,160,161,165,166,0,0,0,0,0,0,0,0,0
177,158,130,100,85,77,78,68,69,70,79,72,80,88,89,95,102,103,106,114,128,133,154,167,421,0,0,0,0
169,118,93,67,48,39,33,23,24,29,30,34,35,42,52,53,64,74,82,91,104,107,129,155,0,0,0,0,0
200,146,94,47,44,27,11,7,2,4,13,14,20,31,36,46,59,65,83,97,109,136,417,0,0,0,0,0,0
170,110,61,49,40,16,12,8,9,3,5,1,10,15,21,22,26,38,43,55,66,76,92,99,116,138,418,0,0
178,131,86,56,41,28,17,18,6,19,25,32,37,45,54,60,75,84,98,105,117,139,162,419,0,0,0,0,0
163,119,101,87,71,62,57,50,51,58,63,73,81,90,96,108,115,137,157,420,422,0,0,0,0,0,0,0,0
208,184,172,150,141,120,121,122,123,111,112,113,124,125,126,127,132,134,135,145,156,168,176,183,0,0,0,0,0
243,233,227,218,219,213,202,192,193,194,185,186,187,195,188,180,181,173,174,175,182,0,0,0,0,0,0,0,0
264,259,254,260,255,251,252,250,246,247,244,240,235,236,237,230,225,216,205,196,189,190,191,197,199,198,207,424,0
294,295,296,281,282,283,276,266,262,257,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
