383,360,344,324,284,285,265,243,225,242,249,191,192,207,193,194,164,153,141,142,133,148,173,0,0,0,0,0,0,0,0,0,0,0,0
397,413,431,419,421,398,390,385,361,349,336,318,292,277,259,250,244,227,236,215,216,208,196,198,199,183,184,209,228,219,200,218,197,175,165
468,460,461,455,448,432,427,409,399,388,371,372,356,337,326,319,304,286,279,272,260,261,252,0,0,0,0,0,0,0,0,0,0,0,0
479,480,463,450,451,433,422,405,401,386,378,362,345,341,327,312,300,294,267,251,237,182,0,0,0,0,0,0,0,0,0,0,0,0,0
486,500,494,495,490,474,471,457,452,437,429,406,373,340,320,305,278,245,217,195,174,515,0,0,0,0,0,0,0,0,0,0,0,0,0
425,453,454,440,476,503,510,505,506,507,501,489,491,481,456,443,434,428,416,404,400,357,331,299,266,235,514,0,0,0,0,0,0,0,0
484,497,508,509,502,504,498,499,487,488,473,462,449,442,426,415,391,366,330,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,482,483,492,496,485,493,477,478,467,469,470,459,447,441,436,414,403,384,335,325,303,271,517,0,0,0,0,0,0,0,0,0,0,0
475,472,464,465,458,445,446,435,430,418,412,402,389,382,370,355,334,311,291,276,258,233,214,181,0,0,0,0,0,0,0,0,0,0,0
444,439,438,424,411,410,408,395,396,387,377,368,359,348,339,333,322,316,310,298,289,270,264,240,223,205,180,171,152,0,0,0,0,0,0
423,417,407,394,379,376,363,358,351,342,332,321,308,309,296,288,275,268,263,256,232,221,222,190,178,161,151,147,139,128,512,513,516,0,0
375,374,350,346,328,314,301,295,287,281,262,254,247,230,220,212,203,188,169,158,159,150,146,137,126,121,113,106,107,108,109,511,0,0,0
367,347,313,306,280,273,253,238,229,210,201,186,177,167,149,135,136,123,119,120,103,91,92,93,85,75,76,86,95,0,0,0,0,0,0
364,352,329,274,246,185,166,156,143,122,111,97,98,99,83,72,73,65,55,56,57,45,46,47,48,58,59,69,78,0,0,0,0,0,0
315,307,282,211,168,157,134,118,117,112,90,82,71,64,43,28,29,18,19,20,21,22,24,32,49,61,79,0,0,0,0,0,0,0,0
365,343,283,255,202,187,144,124,102,100,74,66,44,36,30,17,6,7,1,2,3,4,5,10,25,33,39,52,62,80,0,0,0,0,0
380,338,297,248,231,189,145,125,104,84,67,37,38,31,23,8,9,11,12,13,14,26,40,53,63,70,89,88,116,0,0,0,0,0,0
369,353,317,302,269,239,204,170,160,138,127,114,105,94,77,68,60,50,51,41,35,27,15,16,34,42,54,0,0,0,0,0,0,0,0
381,354,323,290,257,241,213,206,179,226,234,172,162,163,129,115,110,101,96,87,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
