579,565,553,545,537,499,487,476,464,453,446,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,577,561,578,563,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,502,513,548,549,568,569,582,587,588,592,589,590,591,586,573,575,560,552,544,533,518,508,509,485,473,462,458,445,439,426,411,391,383,349,326,314,302,297,281,259
434,460,477,490,511,529,547,556,566,567,580,581,583,584,570,558,550,551,541,532,517,507,481,470,457,452,438,425,409,388,364,334,318,301,296,0,0,0,0,0,0
390,403,433,441,466,471,489,495,500,501,510,512,521,522,523,524,525,514,516,504,505,498,492,478,468,456,444,437,407,398,387,370,341,324,307,295,286,273,265,245,0
431,432,448,449,450,442,451,443,435,436,427,415,416,405,394,386,382,375,369,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,378,380,381,372,373,374,367,368,357,358,352,353,345,346,340,333,316,306,292,279,264,256,242,237,230,225,595,594,593,0,0,0,0,0,0,0,0,0,0,0
337,322,315,312,305,290,284,277,278,268,263,253,249,241,235,229,210,206,207,204,198,199,200,190,191,192,193,233,0,0,0,0,0,0,0,0,0,0,0,0,0
289,276,240,223,203,201,185,178,174,164,165,160,151,140,141,128,129,120,121,122,123,131,132,142,154,161,169,226,0,0,0,0,0,0,0,0,0,0,0,0,0
262,196,177,127,101,95,84,77,78,67,68,57,49,50,51,52,59,60,70,85,94,108,111,124,135,156,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,228,186,139,119,102,91,66,44,35,31,23,14,8,9,10,11,17,18,24,33,37,45,46,54,64,73,87,96,109,117,146,0,0,0,0,0,0,0,0,0
182,179,116,106,69,58,40,15,16,6,1,2,3,4,5,7,12,13,27,29,38,42,47,55,76,88,97,104,112,125,157,0,0,0,0,0,0,0,0,0,0
234,180,166,187,107,92,79,53,41,36,32,25,26,19,20,21,22,28,30,34,39,43,48,56,83,90,100,114,118,149,0,0,0,0,0,0,0,0,0,0,0
291,254,197,188,152,130,110,103,93,86,71,72,61,62,63,65,74,75,80,81,82,89,98,99,105,113,115,126,138,150,163,170,0,0,0,0,0,0,0,0,0
269,255,236,224,205,202,189,183,175,167,168,153,155,143,144,133,134,136,145,137,147,148,158,159,162,171,172,173,176,181,184,195,194,0,0,0,0,0,0,0,0
323,317,293,285,280,270,271,257,250,243,238,239,231,232,227,211,212,213,214,215,216,217,218,219,222,221,220,209,208,0,0,0,0,0,0,0,0,0,0,0,0
359,360,361,362,363,354,355,356,348,342,343,338,335,327,328,329,330,325,319,308,309,303,304,298,287,282,275,267,261,260,251,248,247,0,0,0,0,0,0,0,0
396,397,406,417,418,419,420,408,428,421,422,410,412,399,400,395,392,389,384,376,371,365,350,339,331,320,310,300,288,283,299,274,266,246,0,0,0,0,0,0,0
404,424,455,461,469,472,479,480,482,493,483,484,486,474,475,463,459,454,447,440,430,423,414,402,393,385,377,366,351,344,336,332,321,311,0,0,0,0,0,0,0
467,497,506,526,531,542,543,534,536,519,494,488,465,401,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,562,554,564,546,539,528,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,503,515,530,540,557,571,572,585,574,555,538,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
