249,250,251,260,252,254,242,243,244,236,237,227,228,211,212,193,180,156,139,0,0,0,0,0,0,0,0,0,0,0
195,175,203,197,188,189,183,177,169,171,172,163,165,166,160,155,143,144,135,119,108,98,96,66,0,0,0,0,0,0
292,282,222,214,202,158,142,137,129,123,118,105,112,113,106,107,102,97,90,77,78,76,94,0,0,0,0,0,0,0
220,167,148,132,115,100,88,71,58,59,54,49,50,52,43,44,40,46,53,56,75,83,93,101,0,0,0,0,0,0
201,126,121,104,92,68,57,21,18,14,10,11,12,16,17,24,37,39,45,51,61,73,455,459,0,0,0,0,0,0
1,4,2,7,9,15,22,23,28,38,42,453,454,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,79,48,29,8,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,146,114,84,47,33,25,19,20,13,26,27,30,34,35,31,32,36,41,60,0,0,0,0,0,0,0,0,0,0
231,173,145,131,120,99,91,85,80,81,67,86,87,82,69,70,62,63,64,72,89,95,0,0,0,0,0,0,0,0
276,230,207,200,187,174,157,152,147,149,150,140,136,128,127,122,116,117,109,110,111,124,461,462,464,465,0,0,0,0
264,265,258,259,240,232,233,221,213,215,216,208,196,181,176,161,153,151,138,130,133,0,0,0,0,0,0,0,0,0
333,336,337,328,329,330,310,311,300,293,294,287,283,266,267,241,223,217,198,190,182,168,159,154,0,0,0,0,0,0
341,368,379,384,385,386,387,381,371,361,356,357,348,334,331,305,295,284,268,253,234,218,204,191,178,162,179,0,0,0
360,394,417,418,423,424,425,419,413,407,397,388,372,363,351,339,320,306,288,269,255,224,209,184,170,466,0,0,0,0
369,391,411,431,437,444,445,446,438,439,432,429,420,403,393,374,352,342,323,301,289,277,261,235,210,467,0,0,0,0
380,426,435,448,451,449,452,450,447,442,433,428,421,404,399,389,358,343,324,307,290,270,245,225,205,185,0,0,0,0
370,382,406,427,436,440,441,443,434,430,422,410,401,367,353,340,325,309,296,278,262,246,226,192,0,0,0,0,0,0
347,383,392,398,408,362,415,416,409,405,400,390,378,355,344,335,326,303,298,291,279,271,256,238,199,186,164,0,0,0
338,349,350,364,373,375,376,377,365,366,359,354,346,345,332,327,316,299,286,281,274,273,272,263,257,247,239,219,206,0
304,317,318,319,321,322,312,313,314,315,308,302,297,285,280,275,248,229,0,0,0,0,0,0,0,0,0,0,0,0
