223,214,207,201,206,196,197,198,199,200,202,208,222,228,232,237,248,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,247,246,245,244,259,257,258,267,260,273,268,274,278,279,286,293,294,302,305,316,333,334,335,351,308,336,303,298,282,262,270,264,283,271
292,301,304,315,325,329,330,331,342,343,347,348,349,364,358,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,332,350,363,377,376,385,391,392,393,402,403,409,404,405,395,378,367,352,337,317,309,0,0,0,0,0,0,0,0,0,0,0,0,0
306,365,371,394,406,414,425,426,433,434,435,436,437,422,416,410,386,372,360,354,338,327,0,0,0,0,0,0,0,0,0,0,0,0,0
261,296,366,379,396,407,417,427,429,428,439,440,441,442,443,438,418,411,397,381,368,355,339,0,0,0,0,0,0,0,0,0,0,0,0
275,287,326,353,380,398,412,419,420,423,430,431,432,424,421,415,413,399,382,369,356,340,285,0,0,0,0,0,0,0,0,0,0,0,0
263,288,318,345,361,374,383,387,388,400,401,389,390,384,375,370,357,346,341,328,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,289,311,312,319,320,321,322,323,324,314,313,300,299,291,290,277,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,230,233,235,236,238,239,240,241,242,243,256,255,266,265,254,253,252,251,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,179,169,171,172,173,174,182,183,184,191,190,195,205,213,212,221,211,220,219,227,226,225,231,234,0,0,0,0,0,0,0,0,0,0
126,156,99,138,120,100,91,93,94,95,96,102,103,109,122,130,131,140,152,164,163,170,181,180,189,194,210,0,0,0,0,0,0,0,0
49,59,50,51,60,52,61,66,72,77,85,92,101,108,121,129,139,157,162,168,188,204,218,0,0,0,0,0,0,0,0,0,0,0,0
105,81,70,47,32,31,20,18,21,22,23,33,35,40,44,48,71,76,84,90,107,128,151,161,178,0,0,0,0,0,0,0,0,0,0
147,88,29,12,2,3,7,8,9,16,17,30,39,43,65,83,106,127,150,160,177,217,0,0,0,0,0,0,0,0,0,0,0,0,0
41,13,14,4,1,5,6,10,11,15,28,38,42,46,64,69,82,98,119,149,159,167,192,209,216,0,0,0,0,0,0,0,0,0,0
154,146,74,57,36,24,25,19,26,27,34,37,45,58,63,68,75,89,104,118,137,148,166,186,203,215,224,0,0,0,0,0,0,0,0
86,78,67,53,54,55,56,62,73,79,80,87,97,116,117,125,134,135,136,155,185,444,445,446,447,0,0,0,0,0,0,0,0,0,0
175,153,141,132,110,123,111,112,113,114,115,124,133,142,143,144,145,158,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
