344,364,375,392,399,398,415,414,413,412,420,410,397,396,389,380,366,362,347,329,315,299,289,0,0,0,0,0,0,0,0,0,0,0,0,0
307,318,325,333,342,354,353,351,350,349,348,340,339,330,314,310,303,292,269,248,232,213,208,0,0,0,0,0,0,0,0,0,0,0,0,0
296,260,259,257,276,264,274,272,281,280,271,270,263,262,254,249,238,227,226,207,199,182,172,163,164,155,158,515,0,0,0,0,0,0,0,0
252,223,217,210,203,202,193,192,191,190,186,185,183,171,173,167,162,161,154,148,139,517,174,0,0,0,0,0,0,0,0,0,0,0,0,0
156,142,127,120,113,107,106,101,90,100,98,97,96,88,87,95,105,111,116,123,125,126,128,511,512,0,0,0,0,0,0,0,0,0,0,0
135,109,81,63,47,45,38,32,31,30,37,36,42,46,51,57,66,79,89,99,112,117,507,508,513,0,0,0,0,0,0,0,0,0,0,0
178,137,84,60,49,40,22,17,16,15,6,5,4,10,14,21,24,43,52,58,64,74,91,102,118,509,0,0,0,0,0,0,0,0,0,0
179,121,77,56,41,20,18,13,9,3,1,2,8,7,12,11,19,25,44,55,62,67,80,505,0,0,0,0,0,0,0,0,0,0,0,0
235,180,151,124,115,85,61,54,50,35,34,29,28,27,26,33,39,48,53,59,65,68,75,0,0,0,0,0,0,0,0,0,0,0,0,0
197,160,138,122,110,94,86,78,73,72,71,70,69,76,83,82,93,92,104,103,108,114,119,510,506,0,0,0,0,0,0,0,0,0,0,0
246,231,225,220,206,198,181,170,166,159,157,153,152,150,147,146,145,144,143,136,134,133,132,131,130,129,141,140,149,514,0,0,0,0,0,0
278,287,288,279,268,253,247,243,242,237,236,230,224,219,218,212,211,205,204,196,195,189,188,177,176,175,169,168,165,0,0,0,0,0,0,0
338,337,336,328,321,320,313,308,302,298,297,286,285,277,267,261,251,245,241,234,229,222,221,209,201,194,187,518,0,0,0,0,0,0,0,0
322,323,379,395,409,408,407,406,405,404,393,387,386,378,374,361,357,345,335,326,312,301,291,284,266,258,250,240,228,216,200,522,0,0,0,0
309,346,388,394,429,449,455,465,470,464,463,462,447,446,437,434,427,403,385,376,371,356,334,319,306,295,283,265,244,233,215,0,0,0,0,0
419,428,448,477,483,494,493,498,497,492,482,475,469,454,444,432,400,384,370,360,343,324,305,294,275,256,239,523,0,0,0,0,0,0,0,0
418,438,461,476,491,490,503,502,501,496,500,499,495,488,480,472,467,453,431,425,416,383,369,359,355,332,317,304,293,282,255,524,0,0,0,0
327,377,417,433,445,468,474,481,489,473,487,486,485,484,479,478,471,466,458,441,440,430,422,391,382,368,363,352,341,331,316,311,300,290,273,0
365,373,402,423,426,443,442,452,460,459,457,456,451,450,439,436,435,424,421,411,390,381,367,358,0,0,0,0,0,0,0,0,0,0,0,0
