251,267,282,281,280,289,305,304,303,302,316,310,324,301,300,296,295,278,266,249,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,205,204,208,213,212,211,210,222,221,220,231,242,230,229,241,239,228,238,237,236,227,218,217,207,202,176,164,146,171,170,173,187,155,136,135,153
166,167,149,143,142,141,140,132,124,131,130,129,139,138,137,147,162,161,160,159,158,157,156,127,123,120,119,118,154,169,0,0,0,0,0,0,0
125,114,104,91,83,80,74,69,64,63,62,61,68,72,71,70,82,78,77,81,90,88,96,94,109,117,122,126,0,0,0,0,0,0,0,0,0
232,57,49,31,40,32,24,22,16,15,21,20,29,28,38,35,47,55,67,76,85,99,108,116,145,168,0,0,0,0,0,0,0,0,0,0,0
7,6,5,12,19,33,51,59,75,93,115,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,98,56,39,30,14,13,8,2,1,4,3,11,10,18,23,25,50,66,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,79,73,60,48,45,44,37,36,27,26,34,43,42,46,41,52,58,65,92,105,134,151,152,0,0,0,0,0,0,0,0,0,0,0,0,0
165,128,113,110,102,97,89,87,86,95,101,100,107,106,112,111,121,133,144,150,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,194,193,192,179,178,177,175,174,191,190,189,188,186,201,200,199,198,197,196,185,184,182,183,181,180,0,0,0,0,0,0,0,0,0,0,0
219,240,250,256,255,254,253,265,277,264,276,275,274,273,272,271,270,262,260,259,252,247,243,234,223,214,209,206,203,0,0,0,0,0,0,0,0
279,297,323,333,342,351,350,359,358,371,370,369,368,356,354,347,346,330,329,319,307,306,291,284,269,257,246,233,0,0,0,0,0,0,0,0,0
334,353,389,388,407,412,423,438,437,436,435,456,452,433,451,450,432,431,419,418,409,399,397,366,344,327,312,292,285,258,248,224,225,0,0,0,0
317,384,429,428,474,471,439,424,411,463,422,461,459,458,455,453,488,485,484,483,447,430,408,398,367,345,328,313,293,0,0,0,0,0,0,0,0
394,413,480,503,501,441,406,425,498,495,460,492,491,490,489,487,486,449,448,410,400,374,338,314,0,0,0,0,0,0,0,0,0,0,0,0,0
364,395,505,481,478,477,442,475,472,499,467,465,497,496,494,493,457,454,434,420,402,393,375,355,331,308,286,261,244,215,226,0,0,0,0,0,0
318,336,386,417,416,446,482,479,504,502,476,500,469,468,466,464,462,421,403,401,376,357,339,320,299,287,263,245,216,0,0,0,0,0,0,0,0
365,392,396,415,414,445,444,443,440,427,426,405,404,387,377,360,349,348,340,332,321,309,294,288,511,508,0,0,0,0,0,0,0,0,0,0,0
268,283,290,311,326,337,343,373,363,385,383,381,391,380,390,379,378,372,361,352,341,322,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
