480,497,518,557,568,585,584,607,606,614,620,592,610,603,602,575,563,559,547,520,498,490,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,621,611,560,550,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,558,567,574,601,609,608,617,616,622,613,612,605,604,589,588,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,488,506,542,556,573,566,583,582,581,600,599,598,597,578,577,576,571,570,561,551,530,521,512,495,481,456,431,410,379,631,630,626,0,0,0,0,0
378,426,436,449,466,493,504,515,526,525,541,540,538,546,553,552,522,509,508,501,496,492,470,450,432,405,373,350,330,320,300,294,268,256,246,245,260,0
403,371,377,397,402,419,423,430,442,441,447,453,452,464,463,476,475,474,473,462,461,440,439,434,429,421,412,389,374,354,346,338,321,313,287,279,0,0
359,358,369,376,386,385,384,390,396,395,394,383,375,368,365,356,352,351,331,315,301,288,274,269,262,257,247,232,231,218,0,0,0,0,0,0,0,0
318,310,309,308,317,307,306,305,304,297,282,291,281,276,271,270,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,293,251,228,222,211,205,210,209,204,203,202,191,190,189,177,176,168,167,166,165,175,188,199,198,185,197,196,195,214,213,0,0,0,0,0,0,0
253,217,180,154,132,124,106,105,97,96,92,91,86,75,74,73,72,71,85,84,90,103,122,127,136,148,151,162,194,0,0,0,0,0,0,0,0,0
254,212,181,156,133,107,81,77,56,30,28,26,24,20,17,51,14,13,46,9,7,6,35,61,70,89,101,119,146,158,0,0,0,0,0,0,0,0
229,164,125,117,98,78,57,31,29,27,25,22,18,16,2,49,12,45,43,41,39,37,5,4,59,82,100,118,145,0,0,0,0,0,0,0,0,0
252,206,155,142,116,93,68,55,54,23,21,19,15,53,1,11,10,42,64,38,34,33,3,32,58,79,87,99,144,0,0,0,0,0,0,0,0,0
244,216,179,153,131,123,104,95,80,76,67,66,65,52,50,48,47,44,8,40,63,36,62,60,69,83,88,94,108,126,143,161,0,0,0,0,0,0
299,277,267,243,238,221,215,192,178,163,159,152,149,140,139,138,137,129,128,115,114,113,112,102,111,110,109,121,120,134,147,150,157,160,225,0,0,0
342,334,333,325,324,298,292,283,272,266,250,242,237,236,235,227,220,208,207,201,200,187,186,174,173,172,171,170,169,184,183,182,193,0,0,0,0,0
370,366,357,353,348,341,340,332,329,323,316,303,302,296,290,289,280,275,264,263,258,249,248,241,240,234,233,230,224,223,239,0,0,0,0,0,0,0
418,408,417,416,415,414,413,407,406,401,400,399,393,392,391,382,381,367,364,355,347,343,339,328,322,314,295,278,273,261,255,0,0,0,0,0,0,0
424,435,443,448,465,479,478,477,487,486,485,484,483,472,471,459,458,457,451,446,438,433,422,411,398,380,362,345,337,327,312,286,0,0,0,0,0,0
467,505,503,516,524,523,539,537,536,545,544,543,535,534,533,532,531,513,507,500,491,469,437,428,409,388,361,344,336,319,284,259,0,0,0,0,0,0
425,454,494,517,527,555,554,562,565,572,580,579,596,595,594,593,591,590,586,569,564,548,529,528,499,489,455,445,427,420,404,387,372,360,349,335,326,285
