243,258,282,304,362,361,387,440,436,433,431,427,425,422,453,451,417,413,410,407,403,400,398,396,0,0,0,0,0,0
192,233,257,281,316,332,359,382,420,415,414,411,405,401,449,397,395,448,394,372,371,347,300,273,275,274,276,267,0,0
166,153,180,191,236,288,303,330,355,368,376,375,374,373,364,357,356,335,324,321,299,297,298,301,302,291,292,0,0,0
108,109,121,133,147,159,178,196,204,219,226,264,268,284,293,311,310,308,307,0,0,0,0,0,0,0,0,0,0,0
102,106,119,132,143,150,163,170,189,202,218,231,249,262,261,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,88,92,99,105,118,125,137,136,157,176,210,223,239,246,247,248,455,456,0,0,0,0,0,0,0,0,0,0,0
140,122,94,72,59,55,48,47,53,61,65,68,75,104,117,141,168,181,200,209,224,0,0,0,0,0,0,0,0,0
49,34,28,23,18,22,21,27,31,45,51,63,79,90,111,135,160,182,211,0,0,0,0,0,0,0,0,0,0,0
35,13,7,6,4,3,9,16,30,39,52,64,80,97,124,145,161,201,0,0,0,0,0,0,0,0,0,0,0,0
19,15,8,2,1,5,11,17,26,32,46,57,69,83,95,112,130,146,193,0,0,0,0,0,0,0,0,0,0,0
129,43,29,25,20,14,10,12,24,33,40,54,58,66,70,84,91,98,113,131,142,158,177,194,217,0,0,0,0,0
60,50,44,38,37,36,42,41,56,62,67,71,86,101,100,114,126,138,149,162,169,183,195,0,0,0,0,0,0,0
78,74,73,77,76,82,81,87,89,93,96,103,107,115,120,127,144,152,151,171,184,190,203,212,225,234,240,0,0,0
110,116,123,128,134,139,148,155,154,165,164,173,172,179,185,198,197,206,205,213,227,232,235,241,250,253,263,0,0,0
156,167,175,187,199,208,207,215,214,220,229,228,237,242,251,256,255,254,266,265,270,269,280,278,287,286,285,277,0,0
188,222,238,244,260,283,289,306,305,319,318,317,333,344,360,343,342,341,340,339,331,338,329,328,327,315,314,313,294,0
174,216,230,245,271,320,363,393,392,390,389,388,386,437,435,384,428,383,381,380,379,369,358,354,0,0,0,0,0,0
259,290,345,370,447,452,445,444,442,439,432,430,426,421,419,418,412,408,406,404,402,399,377,367,366,365,353,352,337,312
186,221,252,296,334,391,446,443,441,438,434,385,429,424,423,450,416,409,378,0,0,0,0,0,0,0,0,0,0,0
