135,153,167,184,191,211,231,259,271,258,282,281,292,303,302,310,0,0,0,0,0,0,0,0,0,0,0,0,0
73,69,68,94,113,105,121,138,165,171,190,197,209,222,230,248,264,270,277,289,301,306,0,0,0,0,0,0,0
34,44,56,67,86,109,126,128,143,156,170,181,195,208,220,229,247,263,333,359,372,0,0,0,0,0,0,0,0
27,39,54,66,91,103,125,142,146,163,180,202,228,254,276,300,308,332,340,358,370,387,366,384,383,0,0,0,0
16,28,19,15,22,25,33,48,60,77,90,108,124,132,152,176,200,226,252,287,318,329,353,363,0,0,0,0,0
4,6,10,13,24,35,52,58,71,80,97,117,141,169,194,225,244,274,297,317,328,442,0,0,0,0,0,0,0
45,18,8,2,1,9,12,17,23,31,36,46,50,57,75,89,102,123,140,155,183,212,238,286,315,0,0,0,0
7,3,5,20,30,41,53,62,74,88,106,122,139,168,193,217,243,0,0,0,0,0,0,0,0,0,0,0,0
11,14,21,29,42,51,70,83,95,110,127,149,173,198,218,237,0,0,0,0,0,0,0,0,0,0,0,0,0
26,32,37,47,59,64,76,84,96,111,136,150,174,186,206,224,251,266,285,0,0,0,0,0,0,0,0,0,0
40,38,43,49,65,85,98,107,118,131,137,151,161,175,187,199,213,234,245,267,273,296,304,316,0,0,0,0,0
55,78,99,119,145,162,179,188,201,214,227,239,253,268,288,298,305,330,338,352,351,327,314,440,441,0,0,0,0
61,79,100,104,133,147,164,177,189,203,207,219,235,246,255,262,275,299,307,331,339,357,355,354,364,365,0,0,0
81,93,120,144,157,182,196,221,236,240,256,269,278,290,309,320,334,341,361,360,373,371,369,368,0,0,0,0,0
72,92,112,134,166,178,210,223,249,257,280,279,291,311,335,343,342,376,375,374,394,393,410,392,390,388,367,385,0
129,158,204,241,283,322,321,336,347,345,362,377,398,397,396,419,416,413,409,406,389,0,0,0,0,0,0,0,0
114,154,215,250,295,313,350,381,379,402,401,399,427,425,424,422,418,414,411,408,391,386,0,0,0,0,0,0,0
115,159,192,233,265,272,337,325,382,380,403,430,429,439,438,436,423,432,431,395,415,412,407,405,404,0,0,0,0
82,116,160,185,216,232,261,294,326,324,323,349,378,400,428,426,437,435,434,433,421,420,417,0,0,0,0,0,0
101,130,148,172,205,242,260,284,293,312,348,346,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
