182,176,191,204,207,216,225,230,229,239,238,245,254,259,253,268,267,276,284,296,314,338,0,0,0,0,0,0,0,0
224,240,255,270,269,286,292,298,305,304,321,320,319,318,317,316,315,340,351,365,422,420,379,378,363,0,0,0,0,0
260,291,322,335,334,345,372,371,394,383,382,368,367,352,366,425,466,462,461,415,389,377,388,0,0,0,0,0,0,0
223,285,328,370,369,393,477,476,475,474,471,381,391,470,423,468,421,419,458,454,449,412,410,409,387,375,362,350,0,0
297,311,341,353,392,427,473,472,426,424,469,467,465,463,418,460,416,414,453,448,446,444,408,407,406,386,374,0,0,0
168,203,275,310,339,380,390,464,417,459,456,455,451,450,447,411,445,443,442,441,440,439,438,404,402,401,400,361,0,0
181,215,252,266,303,327,337,348,364,376,405,403,437,436,435,397,431,432,398,434,433,399,373,0,0,0,0,0,0,0
133,140,167,194,221,250,274,289,302,301,326,332,344,349,357,384,395,428,429,430,396,385,360,0,0,0,0,0,0,0
159,158,173,179,187,198,218,233,247,262,277,287,294,312,324,329,346,354,355,356,358,359,0,0,0,0,0,0,0,0
120,118,113,109,116,131,130,144,157,163,171,184,197,208,226,241,261,280,293,306,323,330,336,342,343,0,0,0,0,0
82,100,70,69,75,79,86,94,102,107,122,128,143,151,170,183,196,217,242,256,271,281,288,299,307,325,331,0,0,0
57,45,42,37,35,40,48,55,64,73,78,85,98,111,115,137,156,162,177,192,209,231,246,263,278,282,313,0,0,0
50,44,28,16,13,12,10,18,21,25,39,47,65,74,93,99,112,129,152,172,193,210,232,248,272,0,0,0,0,0
63,51,23,7,3,2,1,5,11,4,22,26,36,41,61,66,80,87,103,123,147,164,185,205,234,257,0,0,0,0
84,33,20,15,14,9,8,6,17,19,27,38,49,67,76,88,108,132,148,165,186,206,227,0,0,0,0,0,0,0
110,101,68,46,34,31,24,30,29,32,43,56,71,81,95,117,138,153,178,199,219,243,265,264,0,0,0,0,0,0
60,54,53,52,59,58,62,72,77,83,96,104,119,139,149,166,188,200,211,235,249,273,290,295,309,300,308,0,0,0
92,91,90,89,97,106,105,114,121,124,141,145,154,160,180,189,201,213,212,220,228,236,244,258,478,479,480,481,347,0
134,135,125,127,126,136,142,146,150,155,161,169,175,174,190,195,202,214,222,237,251,0,0,0,0,0,0,0,0,0
