24,23,21,2,51,49,44,42,40,38,35,33,32,7,28,5,26,25,56,0,0,0,0,0,0,0,0,0,0,0,0
127,92,80,71,55,53,3,20,19,18,47,46,15,41,12,37,10,1,8,6,27,4,57,78,86,110,120,129,151,183,212
119,91,83,76,65,50,48,43,13,11,36,9,30,58,79,93,111,121,134,141,0,0,0,0,0,0,0,0,0,0,0
154,140,132,128,125,118,109,100,97,90,89,88,96,94,99,102,123,135,149,155,166,169,0,0,0,0,0,0,0,0,0
147,139,146,138,137,145,144,143,153,167,175,185,193,213,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,188,187,201,209,217,208,207,200,199,192,198,197,196,206,216,221,220,225,230,232,237,0,0,0,0,0,0,0,0,0
203,227,236,261,270,269,285,293,292,291,284,283,282,276,275,268,264,256,246,244,243,255,263,0,0,0,0,0,0,0,0
228,254,278,306,341,355,354,369,376,375,368,367,359,353,346,338,318,303,298,280,274,272,0,0,0,0,0,0,0,0,0
287,334,362,384,403,407,411,414,410,406,391,381,366,352,344,326,310,297,0,0,0,0,0,0,0,0,0,0,0,0,0
308,324,356,377,399,417,428,438,436,434,431,430,421,419,409,401,385,379,364,351,343,336,316,295,0,0,0,0,0,0,0
323,347,371,404,416,432,437,435,433,429,425,418,408,400,389,378,372,363,350,335,315,294,0,0,0,0,0,0,0,0,0
307,361,398,402,412,415,424,423,427,426,422,420,413,405,397,390,380,373,357,348,342,325,302,288,0,0,0,0,0,0,0
286,301,314,340,360,370,388,396,395,394,393,392,387,386,383,382,374,365,358,349,345,337,317,309,296,289,271,0,0,0,0
235,253,265,277,300,313,312,321,333,332,331,339,330,329,328,327,320,319,311,304,299,290,281,279,273,267,266,262,0,0,0
202,211,210,222,226,231,234,252,251,250,233,249,260,259,258,257,248,247,245,240,239,238,242,241,0,0,0,0,0,0,0
163,162,161,160,159,158,157,168,173,172,176,180,179,178,186,191,195,194,205,215,214,219,218,224,223,0,0,0,0,0,0
126,115,108,107,106,105,104,103,114,113,117,116,124,131,136,150,152,156,171,174,177,184,190,189,204,0,0,0,0,0,0
101,84,82,75,70,64,16,63,62,61,60,69,68,74,73,81,87,98,112,122,130,142,165,170,441,0,0,0,0,0,0
133,85,77,66,54,22,52,17,45,14,39,34,31,29,59,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
